name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23
Quenton Nelson,Offensive Guard,Notre Dame,FBS Independents,77.0,325.0,,35.0,26.5,105.0,7.65,4.62,22.0,0,0,0,0,0,0,0
Isaiah Wynn,Offensive Guard,Georgia,SEC,74.0,313.0,,,,,,,22.0,0,0,0,0,0,0,0
Austin Corbett,Offensive Guard,Nevada,Mountain West,76.0,306.0,5.15,19.0,28.0,106.0,7.87,4.5,23.0,0,0,0,0,0,0,0
Connor Williams,Offensive Guard,Texas,Big 12,77.0,296.0,5.05,26.0,34.0,112.0,7.83,4.63,21.0,0,0,0,0,0,0,0
Wyatt Teller,Offensive Guard,Virginia Tech,ACC,77.0,301.0,5.24,30.0,29.0,114.0,7.45,4.84,23.0,0,0,0,0,0,0,0
Will Clapp,Offensive Guard,LSU,SEC,77.0,314.0,5.39,25.0,29.0,97.0,8.04,4.92,22.0,0,0,0,0,0,0,0
