name,position,college,conference,height,weight,bench,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_college,Y1_college,Y2_college,Y0_kicking_FGA,Y0_kicking_FGM,Y0_kicking_LONG,Y0_kicking_PCT,Y0_kicking_PTS,Y0_kicking_XPA,Y0_kicking_XPM,Y1_kicking_FGA,Y1_kicking_FGM,Y1_kicking_LONG,Y1_kicking_PCT,Y1_kicking_PTS,Y1_kicking_XPA,Y1_kicking_XPM,Y2_kicking_FGA,Y2_kicking_FGM,Y2_kicking_LONG,Y2_kicking_PCT,Y2_kicking_PTS,Y2_kicking_XPA,Y2_kicking_XPM
Cade York,Place Kicker,LSU,SEC,73.0,206.0,12.0,21.0,3,1,1,1,0,0,0,LSU,LSU,LSU,18.0,15.0,56.0,0.833,84.0,39.0,39.0,17.0,14.0,57.0,0.824,73.0,31.0,31.0,27.0,21.0,52.0,0.778,152.0,93.0,89.0
