name,position,college,conference,height,weight,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23
Julian Ashby,Long Snapper,Vanderbilt,SEC,73.0,221.0,23.0,0,0,0,0,0,0,0
