name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23
Mike McGlinchey,Offensive Tackle,Notre Dame,FBS Independents,80.0,309.0,,24.0,28.5,105.0,,,24.0,0,0,0,0,0,0,0
Kolton Miller,Offensive Tackle,UCLA,Pac-12,81.0,309.0,4.95,24.0,31.5,121.0,7.34,4.49,23.0,0,0,0,0,0,0,0
Brian O'Neill,Offensive Tackle,Pittsburgh,ACC,79.0,297.0,,,,,,,22.0,0,0,0,0,0,0,0
Geron Christian,Offensive Tackle,Louisville,ACC,77.0,298.0,5.33,19.0,,,,,21.0,0,0,0,0,0,0,0
Rick Leonard,Offensive Tackle,Florida State,ACC,79.0,311.0,,19.0,,,,,21.0,0,0,0,0,0,0,0
Will Richardson,Offensive Tackle,NC State,ACC,78.0,306.0,5.26,,31.5,108.0,7.8,4.83,22.0,0,0,0,0,0,0,0
Cole Madison,Offensive Tackle,Washington State,Pac-12,77.0,313.0,5.33,26.0,28.5,97.0,7.86,4.88,23.0,0,0,0,0,0,0,0
Jamarco Jones,Offensive Tackle,Ohio State,Big Ten,76.0,299.0,5.5,,24.0,102.0,8.32,4.99,22.0,0,0,0,0,0,0,0
Matt Pryor,Offensive Tackle,TCU,Big 12,79.0,358.0,,,,,,,23.0,0,0,0,0,0,0,0
