name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23
Wyatt Davis,Offensive Guard,Ohio State,Big Ten,76.0,315.0,,25.0,,,,,22.0,0,0,0,0,0,0,0
Ben Cleveland,Offensive Guard,Georgia,SEC,78.0,343.0,5.05,30.0,28.0,102.0,,4.88,23.0,0,0,0,0,0,0,0
Royce Newman,Offensive Guard,Ole Miss,SEC,77.0,310.0,5.14,23.0,28.0,104.0,7.91,4.75,24.0,0,0,0,0,0,0,0
Jaylon Moore,Offensive Guard,Western Michigan,Mid-American,76.0,311.0,5.25,27.0,30.0,106.0,7.77,4.67,23.0,0,0,0,0,0,0,0
Trey Smith,Offensive Guard,Tennessee,SEC,78.0,321.0,,,,,,,22.0,0,0,0,0,0,0,0
Jack Anderson,Offensive Guard,Texas Tech,Big 12,77.0,314.0,5.28,27.0,29.5,105.0,7.9,4.83,22.0,0,0,0,0,0,0,0
Matt Farniok,Offensive Guard,Nebraska,Big Ten,78.0,330.0,5.2,28.0,33.0,105.0,7.14,4.8,23.0,0,0,0,0,0,0,0
