name,position,college,conference,height,weight,Y0_defensive_PD,Y0_defensive_QB HUR,Y0_defensive_SACKS,Y0_defensive_SOLO,Y0_defensive_TD,Y0_defensive_TFL,Y0_defensive_TOT,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_interceptions_AVG,Y1_interceptions_INT,Y1_interceptions_TD,Y1_interceptions_YDS,Y1_puntReturns_AVG,Y1_puntReturns_LONG,Y1_puntReturns_NO,Y1_puntReturns_TD,Y1_puntReturns_YDS,Y0_passing_ATT,Y0_passing_COMPLETIONS,Y0_passing_INT,Y0_passing_PCT,Y0_passing_TD,Y0_passing_YDS,Y0_passing_YPA,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_kickReturns_AVG,Y2_kickReturns_LONG,Y2_kickReturns_NO,Y2_kickReturns_TD,Y2_kickReturns_YDS,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y0_kickReturns_AVG,Y0_kickReturns_LONG,Y0_kickReturns_NO,Y0_kickReturns_TD,Y0_kickReturns_YDS,Y1_passing_ATT,Y1_passing_COMPLETIONS,Y1_passing_INT,Y1_passing_PCT,Y1_passing_TD,Y1_passing_YDS,Y1_passing_YPA,Y2_passing_ATT,Y2_passing_COMPLETIONS,Y2_passing_INT,Y2_passing_PCT,Y2_passing_TD,Y2_passing_YDS,Y2_passing_YPA,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y0_interceptions_AVG,Y0_interceptions_INT,Y0_interceptions_TD,Y0_interceptions_YDS,Y0_puntReturns_AVG,Y0_puntReturns_LONG,Y0_puntReturns_NO,Y0_puntReturns_TD,Y0_puntReturns_YDS,Y1_kickReturns_AVG,Y1_kickReturns_LONG,Y1_kickReturns_NO,Y1_kickReturns_TD,Y1_kickReturns_YDS,Y2_puntReturns_AVG,Y2_puntReturns_LONG,Y2_puntReturns_NO,Y2_puntReturns_TD,Y2_puntReturns_YDS,Y2_interceptions_AVG,Y2_interceptions_INT,Y2_interceptions_TD,Y2_interceptions_YDS,Y3_kickReturns_AVG,Y3_kickReturns_LONG,Y3_kickReturns_NO,Y3_kickReturns_TD,Y3_kickReturns_YDS,Y3_puntReturns_AVG,Y3_puntReturns_LONG,Y3_puntReturns_NO,Y3_puntReturns_TD,Y3_puntReturns_YDS,Y0_punting_In 20,Y0_punting_LONG,Y0_punting_NO,Y0_punting_TB,Y0_punting_YDS,Y0_punting_YPP,Y1_punting_In 20,Y1_punting_LONG,Y1_punting_NO,Y1_punting_TB,Y1_punting_YDS,Y1_punting_YPP,Y3_interceptions_AVG,Y3_interceptions_INT,Y3_interceptions_TD,Y3_interceptions_YDS,Y3_passing_ATT,Y3_passing_COMPLETIONS,Y3_passing_INT,Y3_passing_PCT,Y3_passing_TD,Y3_passing_YDS,Y3_passing_YPA,Y0_kicking_FGA,Y0_kicking_FGM,Y0_kicking_LONG,Y0_kicking_PCT,Y0_kicking_PTS,Y0_kicking_XPA,Y0_kicking_XPM,Y1_kicking_FGA,Y1_kicking_FGM,Y1_kicking_LONG,Y1_kicking_PCT,Y1_kicking_PTS,Y1_kicking_XPA,Y1_kicking_XPM,Y2_kicking_FGA,Y2_kicking_FGM,Y2_kicking_LONG,Y2_kicking_PCT,Y2_kicking_PTS,Y2_kicking_XPA,Y2_kicking_XPM,Y3_kicking_FGA,Y3_kicking_FGM,Y3_kicking_LONG,Y3_kicking_PCT,Y3_kicking_PTS,Y3_kicking_XPA,Y3_kicking_XPM,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y1_defensive_PD,Y1_defensive_QB HUR,Y1_defensive_SACKS,Y1_defensive_SOLO,Y1_defensive_TD,Y1_defensive_TFL,Y1_defensive_TOT,Y2_punting_In 20,Y2_punting_LONG,Y2_punting_NO,Y2_punting_TB,Y2_punting_YDS,Y2_punting_YPP,Y3_punting_In 20,Y3_punting_LONG,Y3_punting_NO,Y3_punting_TB,Y3_punting_YDS,Y3_punting_YPP,Y2_defensive_PD,Y2_defensive_QB HUR,Y2_defensive_SACKS,Y2_defensive_SOLO,Y2_defensive_TD,Y2_defensive_TFL,Y2_defensive_TOT,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC,Y3_defensive_PD,Y3_defensive_QB HUR,Y3_defensive_SACKS,Y3_defensive_SOLO,Y3_defensive_TD,Y3_defensive_TFL,Y3_defensive_TOT,forty,bench,vertical,broad_jump,cone,shuttle
Lukas Van Ness,Defensive End,Iowa,Big Ten,77.0,272.0,0.0,4.0,6.0,16.0,0.0,9.5,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,17.0,0.0,8.5,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,17.0,31.0,118.0,7.02,4.32
Will McDonald IV,Outside Linebacker,Iowa State,Big 12,76.0,239.0,4.0,7.0,5.0,23.0,0.0,7.5,36.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,11.5,24.0,0.0,13.0,36.0,,,,,,,,,,,,,1.0,3.0,10.0,18.0,0.0,13.0,33.0,,,,,,,0.0,2.0,6.0,10.0,0.0,6.0,15.0,,,36.0,132.0,,
Emmanuel Forbes,Cornerback,Mississippi State,SEC,73.0,166.0,10.0,0.0,0.0,20.0,3.0,1.0,39.0,,,,11.0,3.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,6.0,3.0,174.0,,,,,,,,,,,,,,,,38.5,4.0,2.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,1.0,45.0,0.0,5.0,59.0,,,,,,,,,,,,,6.0,1.0,0.0,23.0,3.0,0.5,45.0,,,,,,,,,,,,,,4.35,,37.5,131.0,,
Christian Gonzalez,Cornerback,Oregon,Pac-12,73.0,197.0,7.0,0.0,0.0,35.0,0.0,1.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,4.0,0.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,42.0,0.0,5.5,53.0,,,,,,,,,,,,,5.0,0.0,0.0,23.0,0.0,0.0,25.0,,,,,,,,,,,,,,4.38,14.0,41.5,133.0,,
Jack Campbell,Inside Linebacker,Iowa,Big Ten,77.0,249.0,1.0,4.0,1.0,52.0,0.0,3.5,116.0,0.0,0.0,1.0,16.5,2.0,1.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,0.0,30.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,5.0,6.0,1.0,57.0,1.0,3.5,140.0,,,,,,,,,,,,,3.0,0.0,1.0,21.0,0.0,3.5,29.0,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,5.0,4.65,,37.5,128.0,6.74,4.24
Calijah Kancey,Defensive Tackle,Pittsburgh,ACC,73.0,281.0,0.0,10.0,7.5,19.0,0.0,14.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,7.0,23.0,0.0,13.0,33.0,,,,,,,,,,,,,2.0,4.0,1.5,12.0,0.0,7.0,27.0,,,,,,,,,,,,,,4.67,,,,,
Jaxon Smith-Njigba,Wide Receiver,Ohio State,Big Ten,73.0,196.0,,,,,,,,,,,,,,,9.0,21.0,7.0,0.0,63.0,,,,,,,,21.0,5.0,0.0,43.0,8.6,,,,,,75.0,95.0,9.0,1606.0,16.9,,,,,,,,,,,15.0,10.0,1.0,49.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,7.0,3.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,125.0,6.57,3.93
Quentin Johnston,Wide Receiver,TCU,Big 12,75.0,208.0,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,76.0,60.0,6.0,1069.0,17.8,3.0,2.0,0.0,-7.0,-2.3,75.0,33.0,6.0,612.0,18.5,2.0,8.0,0.0,12.0,6.0,,,,,,76.0,22.0,2.0,487.0,22.1,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,134.0,,
Zay Flowers,Wide Receiver,Boston College,ACC,69.0,182.0,,,,,,,,4.0,1.0,0.0,,,,,,,,,,,,,,,,,69.0,78.0,12.0,1077.0,13.8,12.0,22.0,0.0,40.0,3.3,49.0,44.0,5.0,746.0,17.0,7.0,47.0,0.0,69.0,9.9,,,,,,77.0,56.0,9.0,892.0,15.9,11.0,22.0,1.0,41.0,3.7,,,,,,,,,,,,,,,,,,,,58.0,22.0,3.0,341.0,15.5,27.0,46.0,1.0,195.0,7.2,,,,,6.1,16.0,7.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,,35.5,127.0,,
Jordan Addison,Wide Receiver,USC,Pac-12,71.0,173.0,,,,,,,,3.0,0.0,0.0,,,,,15.4,39.0,12.0,0.0,185.0,,,,,,,,75.0,59.0,8.0,875.0,14.8,4.0,17.0,0.0,33.0,8.3,67.0,100.0,17.0,1593.0,15.9,7.0,28.0,1.0,56.0,8.0,19.5,20.0,2.0,0.0,39.0,75.0,60.0,4.0,666.0,11.1,9.0,15.0,0.0,58.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,15.0,4.0,0.0,19.0,,,,,,7.5,21.0,2.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,,34.0,122.0,,
Deonte Banks,Cornerback,Maryland,Big Ten,72.0,197.0,8.0,0.0,0.5,25.0,0.0,0.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,1.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,6.0,,,,,,,,,,,,,1.0,0.0,0.0,10.0,0.0,0.0,11.0,,,,,,,2.0,0.0,0.0,22.0,0.0,0.0,28.0,4.35,,42.0,136.0,,
Dalton Kincaid,Tight End,Utah,Pac-12,76.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,70.0,8.0,890.0,12.7,,,,,,43.0,36.0,8.0,510.0,14.2,1.0,4.0,0.0,4.0,4.0,,,,,,14.0,1.0,0.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazi Smith,Defensive Tackle,Michigan,Big Ten,75.0,323.0,0.0,1.0,1.0,21.0,0.0,3.0,44.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,15.0,0.0,2.5,37.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,3.0,,,,,,,,,,,,,,,34.0,,,,
Anton Harrison,Offensive Tackle,Oklahoma,Big 12,76.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,,28.5,105.0,,
