name,position,college,conference,height,weight,forty,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_passing_ATT,Y0_passing_COMPLETIONS,Y0_passing_INT,Y0_passing_PCT,Y0_passing_TD,Y0_passing_YDS,Y0_passing_YPA,Y0_rushing_CAR,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_rushing_CAR,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_rushing_CAR,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y1_passing_ATT,Y1_passing_COMPLETIONS,Y1_passing_INT,Y1_passing_PCT,Y1_passing_TD,Y1_passing_YDS,Y1_passing_YPA,Y2_passing_ATT,Y2_passing_COMPLETIONS,Y2_passing_INT,Y2_passing_PCT,Y2_passing_TD,Y2_passing_YDS,Y2_passing_YPA,Y3_rushing_CAR,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y3_passing_ATT,Y3_passing_COMPLETIONS,Y3_passing_INT,Y3_passing_PCT,Y3_passing_TD,Y3_passing_YDS,Y3_passing_YPA,draft_year,Y0_conf_prestige,Y1_conf_prestige,Y2_conf_prestige,Y3_conf_prestige,conference_prestige
Cam Ward,Quarterback,Miami,ACC,0.5,0.5714285714285714,,,,,,0.5,3,0,0,1,1,1,0,0.5580952380952381,0.5502645502645502,0.6666666666666667,0.578512396694215,0.5490196078431373,0.6562759767248545,0.5961538461538461,0.1761904761904762,0.2,0.2525414660246121,0.6666666666666666,0.4573643410852713,0.38095238095238093,0.15510204081632653,0.4013157894736842,0.6441717791411042,0.3125,0.20677361853832443,0.3793103448275862,0.7636655948553055,0.7264367816091954,0.6153846153846154,0.40625000000000006,0.5454545454545454,0.7972705260840854,0.16071428571428567,0.7682737169517885,0.7120535714285714,0.3076923076923077,0.8180661577608143,0.6052631578947368,0.7047744196233027,0.6074766355140188,,,,,,,,,,,,2025,0.9,0.9,0.9,,0.9
Jaxson Dart,Quarterback,Ole Miss,SEC,0.5,0.6666666666666666,,,,,,0.25,4,1,1,1,1,0,0,0.4514285714285714,0.47354497354497355,0.7333333333333334,0.6652892561983468,0.35294117647058826,0.6492103075644223,0.8461538461538464,0.48095238095238096,0.15,0.40823970037453183,0.719298245614035,0.45348837209302323,0.38095238095238093,0.3119533527696793,0.5526315789473684,0.7791411042944786,0.0625,0.6907308377896613,0.58128078817734,0.5594855305466238,0.5172413793103449,0.7252747252747253,0.35000000000000003,0.5,0.7162667840633943,0.31249999999999994,0.5583203732503889,0.5044642857142857,0.23076923076923073,0.7964376590330788,0.5263157894736842,0.6515549715286904,0.7663551401869159,0.10582010582010581,0.15384615384615385,0.1556997219647822,0.4263565891472868,0.49076517150395776,0.4831932773109244,0.6666666666666667,0.6313465783664458,0.391304347826087,0.4837192474674385,0.5294117647058825,2025,1.0,1.0,1.0,0.9,1.0
Tyler Shough,Quarterback,Louisville,ACC,0.875,0.5714285714285714,0.8290139755437951,0.5714285714285714,0.6774193548387096,,,1.0,4,0,0,0,1,1,1,0.4342857142857143,0.3888888888888889,0.7333333333333334,0.3925619834710743,0.23529411764705882,0.4239401496259352,0.346153846153846,0.09047619047619047,0.05,0.15355805243445692,0.41228070175438597,0.17829457364341086,0.09523809523809523,0.17084548104956268,0.5394736842105263,0.43558282208588955,0.25,0.3841354723707665,0.5270935960591132,0.1607717041800643,0.135632183908046,0.7802197802197802,0.20937499999999987,0.13636363636363635,0.13999559762271627,0.07142857142857141,0.27216174183514774,0.23660714285714285,0.6923076923076923,0.7620865139949109,0.18421052631578946,0.2855891371003066,0.691588785046729,0.07407407407407407,0.15384615384615385,0.12882298424467098,0.34108527131782945,0.23482849604221637,0.2605042016806723,0.8,0.8013245033112582,0.2608695652173913,0.3096960926193922,0.7549019607843138,2025,0.55,0.9,0.9,0.9,0.9
Jalen Milroe,Quarterback,Alabama,SEC,0.5,0.5238095238095238,,,,,,0.25,4,1,1,1,1,0,0,0.30095238095238097,0.2857142857142857,0.4,0.4586776859504132,0.09803921568627451,0.35099750623441395,0.48076923076923084,0.6904761904761905,1.0,0.5318352059925093,0.7456140350877193,0.6162790697674418,0.5714285714285714,0.3935860058309038,0.5526315789473684,0.18404907975460122,0.0625,0.3805704099821747,0.7635467980295566,0.43890675241157556,0.4114942528735632,0.6703296703296704,0.37812500000000004,0.5,0.599603786044464,0.3660714285714285,0.07931570762052877,0.06919642857142858,0.7692307692307692,0.7442748091603053,0.13157894736842105,0.06504599211563732,0.5233644859813084,0.06878306878306878,0.0,0.1686746987951807,0.5658914728682171,0.010554089709762533,0.004201680672268907,1.0,0.21192052980132445,0.043478260869565216,0.009044862518089725,0.40196078431372556,2025,1.0,1.0,1.0,1.0,1.0
Dillon Gabriel,Quarterback,Oregon,Big Ten,0.125,0.23809523809523808,,,,,,0.75,4,0,0,1,1,1,1,0.5447619047619048,0.6058201058201058,0.7333333333333334,0.8140495867768593,0.37254901960784315,0.5615128844555278,0.423076923076923,0.24761904761904763,0.35,0.2231139646869984,0.543859649122807,0.35271317829457366,0.5714285714285714,0.30145772594752185,0.5986842105263158,0.5337423312883436,0.375,0.43315508021390375,0.5270935960591132,0.5996784565916399,0.593103448275862,0.6703296703296704,0.4874999999999998,0.6590909090909091,0.7814219678626458,0.32142857142857134,0.567651632970451,0.5133928571428571,0.5384615384615384,0.7977099236641221,0.6578947368421053,0.6938239159001314,0.8037383177570093,0.1164021164021164,0.15384615384615385,0.23169601482854496,0.6744186046511628,0.2612137203166227,0.2857142857142857,0.8,0.7792494481236204,0.391304347826087,0.28871201157742404,0.607843137254902,2025,0.9,1.0,1.0,0.9,1.0
Shedeur Sanders,Quarterback,Colorado,Big 12,0.5,0.40476190476190477,,,,,,0.5,2,0,0,0,1,1,0,0.6019047619047619,0.6772486772486772,0.4666666666666667,0.8595041322314049,0.5098039215686274,0.6190773067331671,0.4423076923076922,0.36666666666666664,0.2,0.11663991439272338,0.32456140350877194,0.42248062015503873,0.19047619047619047,0.03906705539358601,0.28947368421052627,,,,,0.6736334405144695,0.6666666666666666,0.8351648351648352,0.4874999999999998,0.5909090909090909,0.6867708562623817,0.14285714285714282,,,,,,,,,,,,,,,,,,,2025,0.9,0.9,,,0.9
Kyle McCord,Quarterback,Syracuse,ACC,0.625,0.5476190476190477,,,,,,0.25,4,1,1,1,1,0,0,0.820952380952381,0.7777777777777778,0.33333333333333337,0.5289256198347108,0.45098039215686275,0.7531172069825436,0.3269230769230768,0.20952380952380953,0.15,0.10861423220973783,0.2807017543859649,0.11627906976744186,0.0,0.046064139941690965,0.20394736842105263,0.012269938650306749,0.0,0.14795008912655971,0.4088669950738916,0.5418006430868167,0.5080459770114942,0.6703296703296704,0.37812500000000004,0.5227272727272727,0.6735637244111821,0.28571428571428564,0.027993779160186624,0.03571428571428571,1.0,1.0178117048346056,0.02631578947368421,0.04161191414805081,0.8878504672897197,0.037037037037037035,0.0,0.1010194624652456,0.1317829457364341,0.09234828496042216,0.09663865546218488,0.8666666666666667,0.717439293598234,0.08695652173913043,0.1447178002894356,0.8921568627450981,2025,0.9,1.0,1.0,1.0,0.9
Will Howard,Quarterback,Ohio State,Big Ten,0.75,0.9761904761904762,,0.5238095238095238,0.5161290322580645,0.5,0.373134328358209,0.5,4,0,1,1,1,1,0,0.4990476190476191,0.5608465608465608,0.4666666666666667,0.818181818181818,0.47058823529411764,0.593308395677473,0.5961538461538461,0.3904761904761905,0.35,0.26431246655965757,0.5614035087719298,0.3023255813953488,0.42857142857142855,0.29620991253644313,0.638157894736842,0.2085889570552147,0.1875,0.16399286987522282,0.37438423645320196,0.5578778135048231,0.4850574712643678,0.4505494505494505,0.2343749999999999,0.5227272727272727,0.5575610829848118,0.13392857142857142,0.3048211508553655,0.265625,0.6923076923076923,0.7646310432569974,0.39473684210526316,0.35764345159877353,0.7663551401869159,0.15873015873015872,0.3076923076923077,0.28637627432808155,0.7209302325581396,0.13720316622691292,0.11764705882352941,0.9333333333333333,0.467991169977925,0.043478260869565216,0.11432706222865413,0.411764705882353,2025,1.0,0.9,0.9,0.9,1.0
Riley Leonard,Quarterback,Notre Dame,FBS Independents,0.75,0.5,,,,,,0.25,4,1,1,1,1,0,0,0.46095238095238095,0.455026455026455,0.6,0.5578512396694215,0.19607843137254902,0.3545303408146301,0.1346153846153845,0.7666666666666667,0.85,0.628143392188336,0.7982456140350879,0.21705426356589147,0.19047619047619047,0.2892128279883382,0.7368421052631579,0.754601226993865,0.8125,0.7664884135472371,0.6206896551724137,0.24758842443729903,0.2,0.8351648351648352,0.12187499999999978,0.045454545454545456,0.2183579132731675,0.07142857142857141,0.6049766718506998,0.5580357142857143,0.5384615384615384,0.8129770992366412,0.5263157894736842,0.6498028909329829,0.7102803738317757,0.23809523809523808,0.15384615384615385,0.2761816496756256,0.5581395348837209,0.15567282321899736,0.14705882352941177,0.9333333333333333,0.5827814569536423,0.043478260869565216,0.13205499276410998,0.4215686274509804,2025,0.9,0.9,0.9,0.9,0.9
Graham Mertz,Quarterback,Florida,SEC,,,,,,,,0.75,4,0,0,1,1,1,1,-0.12761904761904763,-0.06613756613756613,1.0,0.9669421487603306,-0.09803921568627451,-0.07564422277639235,0.3846153846153847,-0.023809523809523808,0.05,0.17335473515248795,0.6403508771929824,0.22868217054263565,0.19047619047619047,0.04723032069970846,0.26973684210526316,0.3006134969325153,0.125,0.10873440285204991,0.3054187192118227,0.5562700964630225,0.5793103448275863,0.8351648351648352,0.5968749999999999,0.4318181818181818,0.6092890160686771,0.19642857142857134,0.4416796267496112,0.36607142857142855,0.23076923076923073,0.7290076335877862,0.5,0.46780551905387646,0.7009345794392524,0.18518518518518517,0.3076923076923077,0.09267840593141798,0.21705426356589144,0.741424802110818,0.7016806722689075,0.2666666666666667,0.5783664459161146,0.43478260869565216,0.7026049204052098,0.5000000000000001,2025,1.0,1.0,1.0,1.0,1.0
