name,position,college,conference,height,weight,forty,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y0_passing_ATT,Y0_passing_COMPLETIONS,Y0_passing_INT,Y0_passing_PCT,Y0_passing_TD,Y0_passing_YDS,Y0_passing_YPA,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y1_passing_ATT,Y1_passing_COMPLETIONS,Y1_passing_INT,Y1_passing_PCT,Y1_passing_TD,Y1_passing_YDS,Y1_passing_YPA,Y2_passing_ATT,Y2_passing_COMPLETIONS,Y2_passing_INT,Y2_passing_PCT,Y2_passing_TD,Y2_passing_YDS,Y2_passing_YPA,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y3_passing_ATT,Y3_passing_COMPLETIONS,Y3_passing_INT,Y3_passing_PCT,Y3_passing_TD,Y3_passing_YDS,Y3_passing_YPA,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC
Trevor Lawrence,Quarterback,Clemson,ACC,78.0,213.0,,,,,,21.0,3,1,1,1,0,0,0,5.0,3.0,0.0,334.0,231.0,5.0,0.692,24.0,3153.0,9.4,68.0,34.0,8.0,203.0,3.0,103.0,67.0,9.0,563.0,5.5,60.0,32.0,1.0,177.0,3.0,407.0,268.0,8.0,0.658,36.0,3665.0,9.0,398.0,259.0,4.0,0.651,30.0,3280.0,8.2,,,,,,,,,,,,,1.0,1.0,0.0,3.0,3.0,0.0,,,
Zach Wilson,Quarterback,BYU,FBS Independents,74.0,214.0,,,,,,22.0,3,0,1,1,1,0,0,2.0,0.0,0.0,333.0,244.0,3.0,0.733,32.0,3651.0,11.0,69.0,33.0,10.0,265.0,3.8,67.0,26.0,3.0,167.0,2.5,73.0,36.0,2.0,212.0,2.9,319.0,199.0,9.0,0.624,11.0,2381.0,7.5,182.0,120.0,3.0,0.659,12.0,1578.0,8.7,,,,,,,,,,,,,4.0,3.0,0.0,,,,,,
Justin Fields,Quarterback,Ohio State,Big Ten,75.0,227.0,4.45,,,,,22.0,3,0,1,1,1,0,0,2.0,0.0,0.0,225.0,158.0,6.0,0.702,22.0,2100.0,9.3,81.0,44.0,5.0,383.0,4.7,137.0,51.0,10.0,484.0,3.5,42.0,47.0,4.0,266.0,6.3,354.0,238.0,3.0,0.672,41.0,3273.0,9.2,39.0,27.0,0.0,0.692,4.0,328.0,8.4,,,,,,,,,,,,,9.0,5.0,0.0,1.0,0.0,0.0,,,
Mac Jones,Quarterback,Alabama,SEC,75.0,217.0,4.72,32.0,116.0,7.04,4.39,23.0,3,0,0,1,1,1,0,2.0,1.0,0.0,402.0,311.0,4.0,0.774,41.0,4500.0,11.2,35.0,14.0,1.0,16.0,0.5,16.0,18.0,1.0,36.0,2.3,3.0,1.0,0.0,-8.0,-2.7,141.0,97.0,3.0,0.688,14.0,1503.0,10.7,13.0,5.0,0.0,0.385,1.0,123.0,9.5,,,,,,,,,,,,,,,,,,,,,
Kyle Trask,Quarterback,Florida,SEC,77.0,236.0,5.1,31.5,113.0,7.08,4.6,23.0,3,0,0,1,1,1,0,5.0,3.0,0.0,437.0,301.0,8.0,0.689,43.0,4283.0,9.8,64.0,26.0,3.0,50.0,0.8,63.0,16.0,4.0,8.0,0.1,5.0,12.0,1.0,-4.0,-0.8,354.0,237.0,7.0,0.669,25.0,2941.0,8.3,22.0,14.0,0.0,0.636,1.0,162.0,7.4,,,,,,,,,,,,,5.0,4.0,0.0,,,,,,
Kellen Mond,Quarterback,Texas A&M,SEC,75.0,211.0,,,,,,22.0,4,1,1,1,1,0,0,5.0,2.0,0.0,296.0,187.0,3.0,0.632,19.0,2208.0,7.5,74.0,26.0,4.0,294.0,4.0,126.0,67.0,8.0,501.0,4.0,148.0,62.0,7.0,481.0,3.3,419.0,258.0,9.0,0.616,20.0,2897.0,6.9,412.0,237.0,9.0,0.575,24.0,3098.0,7.5,89.0,79.0,3.0,340.0,3.8,227.0,117.0,6.0,0.515,8.0,1375.0,6.1,6.0,3.0,0.0,6.0,3.0,0.0,4.0,1.0,0.0
Davis Mills,Quarterback,Stanford,Pac-12,76.0,217.0,4.82,32.0,110.0,6.95,4.4,22.0,3,0,1,1,1,0,0,3.0,0.0,0.0,193.0,127.0,3.0,0.658,7.0,1510.0,7.8,30.0,15.0,3.0,37.0,1.2,32.0,17.0,0.0,44.0,1.4,1.0,5.0,0.0,5.0,5.0,240.0,157.0,5.0,0.654,11.0,1943.0,8.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,3.0,0.0,,,,,,
Ian Book,Quarterback,Notre Dame,FBS Independents,72.0,211.0,4.65,32.5,115.0,6.99,4.19,23.0,4,0,1,1,1,1,0,4.0,2.0,0.0,353.0,228.0,3.0,0.646,15.0,2830.0,8.0,117.0,33.0,9.0,486.0,4.2,112.0,53.0,4.0,546.0,4.9,95.0,23.0,4.0,280.0,2.9,399.0,240.0,6.0,0.602,34.0,3034.0,7.6,314.0,214.0,7.0,0.682,19.0,2628.0,8.4,38.0,43.0,0.0,206.0,5.4,75.0,46.0,4.0,0.613,4.0,456.0,6.1,3.0,1.0,0.0,3.0,2.0,0.0,,,
Sam Ehlinger,Quarterback,Texas,Big 12,73.0,220.0,4.84,36.5,114.0,7.15,4.44,22.0,4,1,1,1,1,0,0,,,,322.0,194.0,5.0,0.602,26.0,2566.0,8.0,113.0,36.0,8.0,378.0,3.3,163.0,31.0,7.0,663.0,4.1,164.0,18.0,16.0,482.0,2.9,454.0,296.0,10.0,0.652,32.0,3663.0,8.1,424.0,274.0,5.0,0.646,25.0,3294.0,7.8,114.0,24.0,2.0,385.0,3.4,275.0,158.0,7.0,0.575,11.0,1915.0,7.0,,,,5.0,1.0,0.0,7.0,2.0,0.0
