name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,draft_year,Y0_conf_prestige,Y1_conf_prestige,Y2_conf_prestige,Y3_conf_prestige,conference_prestige
Marvin Harrison Jr.,Wide Receiver,Ohio State,Big Ten,0.7272727272727273,0.6506024096385542,,,,,,,0.4,3,0,1,1,1,0,0,0.3882099209202013,0.46822742474916385,0.48044499524454554,0.6770186335403727,0.003401360544217687,0.047619047619047616,0.01824457593688363,0.3,0.6605504587155964,0.7,0.6990686845168801,0.49700598802395196,0.011627906976744186,0.0,0.040036396724294813,0.6153846153846154,0.09649122807017543,0.2,0.09159779614325068,0.525,,,,,,,,,,,,,2024,1.0,1.0,1.0,,1.0
Malik Nabers,Wide Receiver,LSU,SEC,0.45454545454545453,0.5301204819277109,,,,,,,0.2,3,1,1,1,0,0,0,0.5463695183321352,0.46822742474916385,0.6352134190275815,0.6459627329192548,0.0,0.0,0.005917159763313609,0.15,0.6146788990825688,0.15,0.5558789289871944,0.35928143712574845,0.005813953488372093,0.0,0.015468607825295723,0.37362637362637363,0.24561403508771928,0.26666666666666666,0.2830578512396694,0.6208333333333333,0.028985507246376812,0.0,0.026050420168067228,0.15862068965517243,,,,,,,,,2024,1.0,1.0,1.0,,1.0
Rome Odunze,Wide Receiver,Washington,Pac-12,0.7272727272727273,0.6867469879518072,0.5175238799271147,,0.6451612903225806,0.4666666666666667,0.7043840584752808,0.9708669419126331,0.4,4,1,1,1,1,0,0,0.5679367361610352,0.43478260869565216,0.6659077153644406,0.6583850931677019,0.003401360544217687,0.047619047619047616,0.023668639053254437,0.36875,0.6422018348623854,0.35,0.630384167636787,0.4311377245508982,0.01744186046511628,0.14285714285714285,0.01637852593266606,0.3076923076923077,0.35964912280701755,0.26666666666666666,0.28168044077134985,0.42083333333333334,0.014492753623188406,0.0,0.01764705882352941,0.16666666666666666,0.06172839506172839,0.0,0.0784729586426299,0.26,0.007246376811594203,0.0,-0.005397070161912105,-0.026744186046511628,2024,0.9,0.9,0.9,0.9,0.9
Brian Thomas Jr.,Wide Receiver,LSU,SEC,0.7272727272727273,0.6506024096385542,,,,,,,0.2,3,1,1,1,0,0,0,0.39539899352983465,0.568561872909699,0.4657463181254863,0.6273291925465839,0.0,0.0,0.002465483234714004,0.0625,0.24770642201834864,0.25,0.18044237485448195,0.20958083832335325,,,,,0.24561403508771928,0.13333333333333333,0.24311294765840222,0.5333333333333333,0.014492753623188406,0.0,0.011764705882352941,0.12643678160919541,,,,,,,,,2024,1.0,1.0,1.0,,1.0
Xavier Worthy,Wide Receiver,Texas,Big 12,0.36363636363636365,0.12048192771084337,1.0079353295922284,,0.7741935483870968,0.7,,,0.2,3,1,1,1,0,0,0,0.4457225017972682,0.16722408026755853,0.39527913076058446,0.3913043478260869,0.01020408163265306,0.0,0.022682445759368838,0.2475,0.5045871559633027,0.45,0.4062863795110594,0.27544910179640714,0.011627906976744186,0.0,0.023657870791628753,0.4175824175824176,0.543859649122807,0.8,0.6714876033057852,0.6583333333333333,0.007246376811594203,0.0,0.012605042016806723,0.1724137931034483,,,,,,,,,2024,1.0,1.0,1.0,,0.9
Ricky Pearsall,Wide Receiver,Florida,SEC,0.5454545454545454,0.40963855421686746,0.656785666204125,0.4782608695652174,0.8387096774193549,0.6333333333333333,0.9662152551214437,0.9564076771674119,0.6,4,0,1,1,1,1,0,0.36664270309130126,0.13377926421404682,0.3762573133123901,0.4968944099378881,0.006802721088435374,0.09523809523809523,0.03599605522682446,0.39625,0.25688073394495414,0.25,0.34866123399301513,0.7125748502994012,0.046511627906976744,0.14285714285714285,0.11373976342129208,0.5736263736263737,0.42105263157894735,0.26666666666666666,0.3953168044077135,0.5041666666666667,0.043478260869565216,0.09090909090909091,0.043697478991596636,0.17586206896551726,0.06172839506172839,0.1111111111111111,0.09331919406150584,0.306,0.007246376811594203,0.08333333333333333,0.03238242097147263,0.16279069767441862,2024,1.0,1.0,0.9,0.9,1.0
Xavier Legette,Wide Receiver,South Carolina,SEC,0.5454545454545454,0.7951807228915663,0.7187568104925767,,0.7096774193548387,0.5333333333333333,,,0.6,4,0,1,1,1,1,0,0.41696621135873474,0.23411371237458192,0.4994668126927399,0.6521739130434782,0.027210884353741496,0.0,0.0009861932938856016,0.125,0.11926605504587157,0.15,0.06111757857974389,0.07185628742514975,0.040697674418604654,0.0,0.03002729754322111,0.32967032967032966,0.07017543859649122,0.06666666666666667,0.03925619834710744,0.32916666666666666,,,,,0.07407407407407407,0.0,0.12195121951219512,0.342,,,,,2024,1.0,1.0,1.0,1.0,1.0
Keon Coleman,Wide Receiver,Florida State,ACC,0.7272727272727273,0.6987951807228916,0.10941323343312452,,0.5806451612903226,0.5666666666666667,,,0.2,3,1,1,1,0,0,0,0.26599568655643424,0.36789297658862874,0.2413753350433755,0.3726708074534161,0.0,0.0,0.00641025641025641,0.1625,0.48623853211009177,0.35,0.42840512223515714,0.3413173652694611,,,,,0.06140350877192982,0.06666666666666667,0.030303030303030304,0.29583333333333334,,,,,,,,,,,,,2024,0.9,1.0,1.0,,0.9
Ladd McConkey,Wide Receiver,Georgia,SEC,0.45454545454545453,0.37349397590361444,0.7187568104925767,0.30434782608695654,0.45161290322580644,0.4666666666666667,,,0.4,3,0,1,1,1,0,0,0.12221423436376708,0.06688963210702341,0.163558809118944,0.5403726708074533,0.003401360544217687,0.047619047619047616,0.024161735700197237,0.375,0.48623853211009177,0.35,0.4074505238649593,0.2994011976047904,0.040697674418604654,0.2857142857142857,0.13284804367606914,0.6835164835164835,0.2719298245614035,0.3333333333333333,0.3037190082644628,0.6,0.028985507246376812,0.09090909090909091,0.043697478991596636,0.21839080459770116,,,,,,,,,2024,1.0,1.0,1.0,,1.0
Ja'Lynn Polk,Wide Receiver,Washington,Pac-12,0.5454545454545454,0.5783132530120482,0.28797644798806377,,0.5483870967741935,0.6333333333333333,,,0.4,4,1,1,1,1,0,0,0.402588066139468,0.3010033444816053,0.4579646655330431,0.5962732919254659,0.01020408163265306,0.047619047619047616,0.021203155818540435,0.2375,0.3302752293577982,0.3,0.3678696158323632,0.526946107784431,0.005813953488372093,0.0,0.02456778889899909,0.5934065934065934,0.043859649122807015,0.06666666666666667,0.0743801652892562,0.9500000000000001,,,,,0.3333333333333333,0.2222222222222222,0.28207847295864263,0.20800000000000002,,,,,2024,0.9,0.9,0.9,0.9,0.9
Adonai Mitchell,Wide Receiver,Texas,Big 12,0.6363636363636364,0.6024096385542169,0.8420249716276466,,0.6774193548387096,0.8666666666666667,,,0.2,3,1,1,1,0,0,0,0.301941049604601,0.36789297658862874,0.32221805919820157,0.5093167701863354,0.003401360544217687,0.0,0.005917159763313609,0.14375,0.03669724770642202,0.15,0.04190919674039581,0.40718562874251496,,,,,0.2543859649122807,0.26666666666666666,0.2892561983471074,0.6124999999999999,,,,,,,,,,,,,2024,1.0,1.0,1.0,,0.9
Malachi Corley,Wide Receiver,Western Kentucky,Conference USA,0.36363636363636365,0.6265060240963856,,,,,,,0.4,4,1,1,1,1,0,0,0.4744787922358016,0.36789297658862874,0.3823097097731792,0.3291925465838509,0.01020408163265306,0.0,0.010848126232741617,0.17250000000000001,0.8807339449541285,0.55,0.7165308498253784,0.281437125748503,0.06395348837209303,0.0,0.09008189262966333,0.4373626373626373,0.6403508771929824,0.4666666666666667,0.47176308539944906,0.3958333333333333,0.007246376811594203,0.0,0.0016806722689075631,0.022988505747126436,0.06172839506172839,0.0,0.07104984093319194,0.23600000000000002,,,,,2024,0.35,0.35,0.35,0.35,0.35
Jermaine Burton,Wide Receiver,Alabama,SEC,0.45454545454545453,0.4939759036144578,0.5175238799271147,,0.6129032258064516,0.7666666666666667,,,0.6,4,0,1,1,1,1,0,0.1869158878504673,0.26755852842809363,0.30189929965126666,0.8260869565217391,,,,,0.3211009174311927,0.35,0.35797438882421423,0.526946107784431,,,,,0.22807017543859648,0.3333333333333333,0.3381542699724518,0.7958333333333334,,,,,0.32098765432098764,0.3333333333333333,0.4305408271474019,0.32,0.010869565217391304,0.0,0.04548959136468774,0.18023255813953487,2024,1.0,1.0,1.0,1.0,1.0
Roman Wilson,Wide Receiver,Michigan,Big Ten,0.36363636363636365,0.3614457831325301,0.7187568104925767,0.2608695652173913,,,,,0.6,4,0,1,1,1,1,0,0.2516175413371675,0.4013377926421404,0.2980084733550451,0.5714285714285713,0.0,0.0,0.010355029585798817,0.2625,0.1834862385321101,0.2,0.18277066356228172,0.4131736526946107,0.011627906976744186,0.2857142857142857,0.04640582347588717,0.6923076923076923,0.21929824561403508,0.2,0.28512396694214875,0.7000000000000001,0.021739130434782608,0.0,0.05630252100840336,0.31839080459770114,0.09876543209876543,0.1111111111111111,0.13149522799575822,0.292,0.0,0.0,0.013878180416345412,0.13953488372093023,2024,1.0,1.0,1.0,1.0,1.0
Jalen McMillan,Wide Receiver,Washington,Pac-12,0.5454545454545454,0.5060240963855421,0.44618256527811456,,0.5161290322580645,0.5666666666666667,0.5378318959094297,0.7879159815746891,0.4,4,1,1,1,1,0,0,0.23005032350826743,0.16722408026755853,0.19857624578493815,0.32298136645962733,0.006802721088435374,0.047619047619047616,0.02021696252465483,0.2625,0.6788990825688074,0.45,0.6030267753201397,0.34730538922155685,0.011627906976744186,0.0,0.012738853503184714,0.2857142857142857,0.34210526315789475,0.2,0.31955922865013775,0.5041666666666667,,,,,0.0,0.0,0.019088016967126194,0.34,0.0036231884057971015,0.0,0.017733230531996914,0.11627906976744186,2024,0.9,0.9,0.9,0.9,0.9
