name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_rushing_CAR,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,draft_year,Y0_conf_prestige,Y1_conf_prestige,Y2_conf_prestige,Y3_conf_prestige,conference_prestige
Deion Burks,Wide Receiver,Oklahoma,SEC,0.2727272727272727,0.30120481927710846,0.9114542934364227,0.8695652173913043,0.8709677419354839,0.7,,,4,0,0,0,0,0,0,0.017006802721088437,0.0,0.0039447731755424065,0.13125,0.3163191948238677,0.13377926421404682,0.22494740179266218,0.22981366459627328,0.23853211009174313,0.15,0.10651920838183934,-0.011976047904191572,0.029069767441860465,0.0,0.040036396724294813,0.40439560439560435,0.41228070175438597,0.4666666666666667,0.4290633608815427,0.5583333333333333,0.028985507246376812,0.0,0.01680672268907563,0.12643678160919541,0.1728395061728395,0.0,0.16012725344644752,0.218,0.0,0.0,0.010023130300693909,0.08139534883720931,2026,1.0,1.0,1.0,1.0,1.0
Ja'Kobi Lane,Wide Receiver,USC,Pac-12,0.8181818181818182,0.5421686746987951,0.44618256527811456,,0.7096774193548387,0.6333333333333333,,,2,0,0,0,0,0,0,,,,,0.2588066139468009,0.13377926421404682,0.27898665590685073,0.4968944099378881,0.3486238532110092,0.6,0.26949941792782306,0.24550898203592808,,,,,,,,,,,,,,,,,,,,,2026,0.9,0.9,,,0.9
Skyler Bell,Wide Receiver,Connecticut,,0.45454545454545453,0.4457831325301205,0.6886233114961202,,0.7741935483870968,0.7666666666666667,,,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.3333333333333333,0.06666666666666667,0.20041322314049587,0.325,,,,,0.35802469135802467,0.5555555555555556,0.47295864262990456,0.316,0.043478260869565216,0.0,0.13030069390902083,0.17790697674418607,2026,,,1.0,1.0,0.15
Eric Rivers,Wide Receiver,Georgia Tech,ACC,0.2727272727272727,0.25301204819277107,0.8209295483075257,,0.5161290322580645,0.5666666666666667,,,1,0,0,0,0,0,0,0.02040816326530612,0.0,0.033037475345167655,0.2375,0.24442846872753415,0.06688963210702341,0.2469954174712511,0.4409937888198758,,,,,,,,,,,,,,,,,,,,,,,,,2026,0.9,,,,0.9
C.J. Daniels,Wide Receiver,Miami (FL),,0.6363636363636364,0.5662650602409639,,,,,,,2,0,0,0,0,0,0,,,,,0.26599568655643424,0.23411371237458192,0.19771161771911114,0.24223602484472045,0.3394495412844037,0.0,0.24330616996507567,0.19760479041916168,,,,,,,,,,,,,,,,,,,,,2026,0.9,1.0,,,0.15
Brenen Thompson,Wide Receiver,Mississippi State,SEC,0.18181818181818182,0.10843373493975904,0.9621911282620745,,,,,,4,0,0,0,0,0,0,0.01020408163265306,0.047619047619047616,0.01232741617357002,0.18125,0.3163191948238677,0.2006688963210702,0.4125716920771248,0.7018633540372671,0.12844036697247707,0.1,0.09778812572759023,0.2395209580838323,,,,,0.06140350877192982,0.13333333333333333,0.1618457300275482,1.4333333333333333,,,,,0.0,0.0,0.036055143160127257,0.66,,,,,2026,1.0,1.0,1.0,1.0,1.0
Kevin Coleman Jr.,Wide Receiver,Missouri,SEC,0.2727272727272727,0.2891566265060241,,,,,,,3,0,0,0,0,0,0,0.027210884353741496,0.0,0.042899408284023666,0.2425,0.38102084831056793,0.033444816053511704,0.2733665734789751,0.24223602484472045,0.5871559633027523,0.25,0.4551804423748545,0.24550898203592808,0.023255813953488372,0.0,0.020928116469517744,0.3252747252747253,0.21052631578947367,0.13333333333333333,0.22451790633608815,0.5750000000000001,0.043478260869565216,0.0,0.02773109243697479,0.14022988505747125,,,,,,,,,2026,1.0,1.0,0.55,,1.0
De'Zhaun Stribling,Wide Receiver,Ole Miss,SEC,0.6363636363636364,0.6265060240963856,,,,,,,3,0,0,0,0,0,0,,,,,0.301941049604601,0.2006688963210702,0.30751938207914226,0.46583850931677007,0.43119266055045874,0.3,0.4831199068684517,0.5449101796407184,,,,,0.13157894736842105,0.06666666666666667,0.13429752066115702,0.5583333333333333,,,,,,,,,,,,,2026,1.0,0.9,0.9,,1.0
Jeff Caldwell,Wide Receiver,Cincinnati,Big 12,0.9090909090909091,0.7349397590361446,0.8961134066680057,,0.8387096774193549,0.8,,,1,0,0,0,0,0,0,,,,,0.1365923795830338,0.2006688963210702,0.163558809118944,0.47826086956521735,,,,,,,,,,,,,,,,,,,,,,,,,2026,0.9,,,,0.9
Chase Roberts,Wide Receiver,BYU,FBS Independents,0.7272727272727273,0.6506024096385542,0.07285663159215582,,0.5161290322580645,0.5333333333333333,,,3,0,0,0,0,0,0,,,,,0.29475197699496763,0.2006688963210702,0.3036285557829207,0.47826086956521735,0.41284403669724773,0.15,0.43131548311990686,0.47904191616766467,0.03488372093023256,0.14285714285714285,0.03184713375796178,0.3472527472527473,0.3684210526315789,0.3333333333333333,0.390495867768595,0.5666666666666667,0.014492753623188406,0.0,0.01680672268907563,0.16091954022988506,,,,,,,,,2026,0.9,0.9,0.9,,0.9
