name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_college,Y1_college,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_college,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y3_college,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC
Ben Mason,Fullback,Michigan,Big Ten,75.0,246.0,4.73,29.0,37.5,117.0,6.96,4.42,22.0,4,1,1,1,1,0,0,Michigan,Michigan,9.0,2.0,1.0,17.0,8.5,1.0,3.0,0.0,3.0,3.0,Michigan,15.0,1.0,0.0,15.0,15.0,33.0,6.0,7.0,80.0,2.4,Michigan,3.0,2.0,2.0,4.0,1.3,1.0,1.0,0.0
