name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,draft_year,Y0_conf_prestige,Y1_conf_prestige,Y2_conf_prestige,Y3_conf_prestige,conference_prestige
Jonathon Brooks,Running Back,Texas,Big 12,0.7142857142857143,0.5633802816901409,,,,,,,0.0,3,1,1,1,0,0,0,0.430668841761827,0.1923076923076923,0.40471148755955527,0.5937500000000001,0.5290697674418605,0.29585798816568043,0.49932279909706545,0.43999999999999995,0.02,0.14285714285714285,0.058823529411764705,0.9798994974874372,0.04358974358974359,0.15625,0.06866802972123873,0.5555555555555556,0.0,0.0,0.027079303675048357,0.5416666666666666,0.06129032258064516,0.038461538461538464,0.07758159443552702,0.3277310924369748,,,,,,,,,2024,1.0,1.0,1.0,,0.9
Trey Benson,Running Back,Florida State,ACC,0.7142857142857143,0.5633802816901409,0.924977123826812,,0.4230769230769231,0.5909090909090909,,,0.3333333333333333,3,0,1,1,1,0,0,0.34094616639477976,0.1923076923076923,0.3188194812069878,0.5937500000000001,0.438953488372093,0.4142011834319526,0.39367945823927764,0.38,0.24,0.0,0.22445820433436534,0.6080402010050252,0.36153846153846153,0.28125,0.4245748765770708,0.5308641975308643,,,,,0.012903225806451613,0.038461538461538464,0.012841091492776886,0.19747899159663865,,,,,,,,,2024,0.9,0.9,0.9,,0.9
Blake Corum,Running Back,Michigan,Big Ten,0.14285714285714285,0.4084507042253521,0.2986224608844345,0.88,0.5769230769230769,,0.8284546492222501,0.888337476089484,0.6666666666666666,4,0,1,1,1,1,0,0.2691680261011419,0.1923076923076923,0.15868184224457382,0.3375000000000001,0.7354651162790697,0.7988165680473371,0.5471783295711061,0.18,0.2,0.14285714285714285,0.12538699690402477,0.4170854271356785,0.6,0.5625,0.6368623148656062,0.46913580246913583,0.4791666666666667,0.2,0.2765957446808511,0.28750000000000003,0.45806451612903226,0.4230769230769231,0.5104333868378812,0.31932773109243695,0.14285714285714285,0.0,0.19638242894056848,0.374468085106383,0.099601593625498,0.1111111111111111,0.04598445595854922,-0.025000000000000022,2024,1.0,1.0,1.0,1.0,1.0
MarShawn Lloyd,Running Back,USC,Pac-12,0.2857142857142857,0.6197183098591549,0.6001371029130181,0.8,0.6153846153846154,0.4090909090909091,,,0.6666666666666666,3,0,0,1,1,1,0,0.2153344208809135,0.0,0.3260984647961884,0.9937500000000001,0.3226744186046512,0.2662721893491124,0.35530474040632054,0.6399999999999999,0.34,0.2857142857142857,0.2739938080495356,0.5427135678391961,0.2512820512820513,0.28125,0.23697202413603952,0.3827160493827161,0.041666666666666664,0.0,0.08897485493230174,0.6541666666666667,0.2,0.038461538461538464,0.12306046013911183,0.19327731092436973,,,,,,,,,2024,0.9,1.0,1.0,,0.9
Jaylen Wright,Running Back,Tennessee,SEC,0.5714285714285714,0.4788732394366197,0.9637647233263448,,0.7692307692307693,1.1363636363636365,,,0.0,3,1,1,1,0,0,0,0.3768352365415987,0.0,0.19362096347273688,0.28125000000000006,0.38372093023255816,0.11834319526627217,0.44243792325056436,0.7000000000000001,0.02,0.0,0.01393188854489164,0.2512562814070352,0.34102564102564104,0.3125,0.37296165162319855,0.4814814814814815,0.10416666666666667,0.0,0.04642166344294004,0.19583333333333333,0.267741935483871,0.15384615384615385,0.21990369181380418,0.24369747899159663,,,,,,,,,2024,1.0,1.0,1.0,,1.0
Bucky Irving,Running Back,Oregon,Pac-12,0.2857142857142857,0.22535211267605634,0.2336804765839288,,0.11538461538461539,0.2727272727272727,,,0.3333333333333333,3,0,1,1,1,0,0,0.9869494290375203,0.3846153846153846,0.5895976707252514,0.34375000000000006,0.5261627906976745,0.32544378698224846,0.5178329571106095,0.48,0.6,0.42857142857142855,0.46439628482972134,0.5326633165829145,0.3641025641025641,0.15625,0.45240113698698453,0.5802469135802468,0.14583333333333334,0.0,0.1450676982591876,0.42083333333333334,0.42258064516129035,0.15384615384615385,0.3750668806848582,0.2647058823529412,,,,,,,,,2024,0.9,0.9,1.0,,0.9
Will Shipley,Running Back,Clemson,ACC,0.5714285714285714,0.4225352112676056,,,,,,,0.3333333333333333,3,0,1,1,1,0,0,0.5383360522022838,0.3846153846153846,0.34356802541026993,0.37500000000000006,0.47093023255813954,0.14792899408284022,0.35846501128668173,0.22000000000000003,0.74,0.0,0.3761609907120743,0.3718592964824121,0.5051282051282051,0.46875,0.5107465217174488,0.43209876543209874,0.3125,0.0,0.22823984526112184,0.3458333333333334,0.47419354838709676,0.4230769230769231,0.39646869983948635,0.25210084033613445,,,,,,,,,2024,0.9,0.9,0.9,,0.9
Ray Davis,Running Back,Kentucky,SEC,0.14285714285714285,0.49295774647887325,,,,,,,1.0,4,0,0,1,1,1,1,0.5742251223491027,1.346153846153846,0.45857596611963997,0.4937500000000001,0.563953488372093,0.4142011834319526,0.4948081264108352,0.36000000000000004,0.5,0.2857142857142857,0.2043343653250774,0.30150753768844224,0.5025641025641026,0.125,0.39585099486361147,0.28395061728395066,0.08333333333333333,0.0,0.05609284332688588,0.26666666666666666,0.13548387096774195,0.038461538461538464,0.11396468699839486,0.24369747899159663,0.39285714285714285,0.0,0.16795865633074936,0.17446808510638295,0.30677290836653387,0.05555555555555555,0.19753886010362695,0.11249999999999999,2024,1.0,1.0,1.0,0.55,1.0
Isaac Guerendo,Running Back,Louisville,ACC,0.7142857142857143,0.6338028169014085,1.1205358558636886,,1.0384615384615385,0.9090909090909091,0.5507725500659648,0.845658885477411,1.0,4,0,0,1,1,1,1,0.3768352365415987,0.0,0.3290100582318687,0.5437500000000001,0.3691860465116279,0.32544378698224846,0.3507900677200903,0.43999999999999995,0.32,0.14285714285714285,0.17956656346749225,0.3919597989949749,0.13333333333333333,0.15625,0.15528848551338953,0.4814814814814815,0.020833333333333332,0.0,0.015473887814313346,0.16666666666666666,0.06774193548387097,0.038461538461538464,0.08667736757624397,0.3361344537815126,,,,,0.0398406374501992,0.0,0.021373056994818652,0.03749999999999998,2024,0.55,1.0,1.0,1.0,0.9
Braelon Allen,Running Back,Wisconsin,Big Ten,0.8571428571428571,0.8309859154929577,,0.84,0.3076923076923077,0.36363636363636365,,,-0.3333333333333333,3,1,1,0,0,0,0,0.4845024469820554,0.0,0.1790629962943356,0.17500000000000004,0.5116279069767442,0.35502958579881655,0.4293453724604966,0.3000000000000001,0.24,0.0,0.16253869969040247,0.45226130653266333,0.5538461538461539,0.34375,0.5354311075649529,0.40740740740740744,0.14583333333333334,0.0,0.07930367504835589,0.24583333333333335,0.5935483870967742,0.46153846153846156,0.6795077581594435,0.3277310924369748,,,,,,,,,2024,1.0,1.0,1.0,,1.0
Audric Estime,Running Back,Notre Dame,FBS Independents,0.5714285714285714,0.6338028169014085,,,,,,,0.0,3,1,1,1,0,0,0,0.28711256117455136,0.0,0.19507676019057701,0.40625000000000006,0.5959302325581395,0.5325443786982248,0.5905191873589165,0.5000000000000001,0.16,0.14285714285714285,0.21052631578947367,0.8040201005025126,0.36666666666666664,0.34375,0.39315813095297464,0.46913580246913583,,,,,0.016129032258064516,0.0,0.03317281968967362,0.4033613445378151,,,,,,,,,2024,0.9,0.9,0.9,,0.9
Rasheen Ali,Running Back,Marshall,Sun Belt,0.5714285714285714,0.4225352112676056,,,,,,,0.6666666666666666,4,0,1,1,1,1,0,0.4845024469820554,0.1923076923076923,0.298438327157226,0.35625,0.6017441860465116,0.44378698224852065,0.4997742663656885,0.3000000000000001,0.02,0.14285714285714285,0.017027863777089782,0.30150753768844224,0.08717948717948718,0.03125,0.10277763925597169,0.4567901234567901,0.9375,0.2,0.6653771760154739,0.35000000000000003,0.8,0.8846153846153846,0.7506688068485822,0.27731092436974786,,,,,0.01593625498007968,0.0,0.012305699481865285,0.17500000000000004,2024,0.35,0.35,0.35,0.35,0.35
Tyrone Tracy Jr.,Running Back,Purdue,Big Ten,0.5714285714285714,0.4647887323943662,0.5042188968098027,,0.9230769230769231,0.6818181818181818,0.8425989205124177,0.949286481663816,1.0,4,0,0,1,1,1,1,0.3230016313213703,0.0,0.18051879301217574,0.31250000000000006,0.313953488372093,0.23668639053254434,0.30835214446952597,0.48,0.42,0.0,0.25696594427244585,0.4271356783919598,0.010256410256410256,0.0,0.03994414800777939,0.7037037037037036,0.2916666666666667,0.2,0.20889748549323017,0.33749999999999997,0.016129032258064516,0.038461538461538464,0.018726591760299626,0.23949579831932774,0.4642857142857143,0.3333333333333333,0.40568475452196384,0.2978723404255319,0.00398406374501992,0.0,0.012305699481865285,1.0,2024,1.0,1.0,1.0,1.0,1.0
Keilan Robinson,Running Back,Texas,Big 12,0.14285714285714285,0.2112676056338028,0.7944035640746319,,0.38461538461538464,0.7272727272727273,,,1.0,3,0,0,0,1,1,1,0.12561174551386622,0.0,0.0698782424563261,0.31875000000000003,0.020348837209302327,0.08875739644970414,0.04559819413092551,1.4599999999999997,0.38,0.42857142857142855,0.34365325077399383,0.6080402010050252,0.03076923076923077,0.0,0.01885004737445769,0.16049382716049382,0.125,0.0,0.11411992263056092,0.37916666666666665,0.13870967741935483,0.11538461538461539,0.17335473515248795,0.34453781512605036,,,,,,,,,2024,1.0,1.0,1.0,,0.9
Kimani Vidal,Running Back,Troy,Sun Belt,0.14285714285714285,0.5211267605633803,0.6001371029130181,0.52,0.7307692307692307,0.5,0.34884067803918156,0.845658885477411,0.6666666666666666,4,0,1,1,1,1,0,0.3050570962479608,0.1923076923076923,0.2809687665431445,0.58125,0.8459302325581395,0.4142011834319526,0.7354401805869074,0.33999999999999997,0.5,0.0,0.21981424148606812,0.3216080402010051,0.5564102564102564,0.3125,0.4901012317358999,0.34567901234567905,0.4375,0.0,0.26305609284332687,0.29583333333333334,0.4838709677419355,0.19230769230769232,0.37613697164258963,0.2352941176470588,0.8928571428571429,0.0,0.5891472868217055,0.24893617021276596,0.398406374501992,0.2222222222222222,0.3322538860103627,0.26249999999999996,2024,0.35,0.35,0.35,0.35,0.35
Jase McClellan,Running Back,Alabama,SEC,0.42857142857142855,0.6338028169014085,,0.6,,,,,0.3333333333333333,4,1,1,1,1,0,0,0.25122349102773245,0.0,0.18779777660137636,0.45,0.5087209302325582,0.23668639053254434,0.38690744920993225,0.2000000000000001,0.26,0.42857142857142855,0.2708978328173375,0.6733668341708543,0.25384615384615383,0.21875,0.2742233082331821,0.4567901234567901,0.1875,0.6,0.19148936170212766,0.4458333333333333,0.12258064516129032,0.038461538461538464,0.1032637774210808,0.24369747899159663,0.0,0.0,0.0103359173126615,0.0851063829787234,0.08764940239043825,0.1111111111111111,0.1567357512953368,0.9624999999999999,2024,1.0,1.0,1.0,1.0,1.0
Jawhar Jordan,Running Back,Louisville,ACC,0.42857142857142855,0.23943661971830985,0.20478218096438747,,,,,,1.3333333333333333,4,0,0,0,1,1,1,0.3588907014681892,0.1923076923076923,0.3464796188459502,0.6125,0.5116279069767442,0.3846153846153846,0.49435665914221216,0.4600000000000001,0.18,0.0,0.13312693498452013,0.47738693467336685,0.33076923076923076,0.125,0.34603301251683044,0.4444444444444445,0.0,0.0,0.05029013539651837,1.0416666666666667,0.03870967741935484,0.0,0.051364365971107544,0.3235294117647059,0.14285714285714285,0.0,0.09560723514211886,0.20851063829787236,0.11155378486055777,0.0,0.044689119170984455,-0.0625,2024,0.55,0.55,0.55,0.9,0.9
