name,position,college,conference,height,weight,Y0_defensive_PD,Y0_defensive_QB HUR,Y0_defensive_SACKS,Y0_defensive_SOLO,Y0_defensive_TD,Y0_defensive_TFL,Y0_defensive_TOT,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_interceptions_AVG,Y1_interceptions_INT,Y1_interceptions_TD,Y1_interceptions_YDS,Y1_puntReturns_AVG,Y1_puntReturns_LONG,Y1_puntReturns_NO,Y1_puntReturns_TD,Y1_puntReturns_YDS,Y0_passing_ATT,Y0_passing_COMPLETIONS,Y0_passing_INT,Y0_passing_PCT,Y0_passing_TD,Y0_passing_YDS,Y0_passing_YPA,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_kickReturns_AVG,Y2_kickReturns_LONG,Y2_kickReturns_NO,Y2_kickReturns_TD,Y2_kickReturns_YDS,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y0_kickReturns_AVG,Y0_kickReturns_LONG,Y0_kickReturns_NO,Y0_kickReturns_TD,Y0_kickReturns_YDS,Y1_passing_ATT,Y1_passing_COMPLETIONS,Y1_passing_INT,Y1_passing_PCT,Y1_passing_TD,Y1_passing_YDS,Y1_passing_YPA,Y2_passing_ATT,Y2_passing_COMPLETIONS,Y2_passing_INT,Y2_passing_PCT,Y2_passing_TD,Y2_passing_YDS,Y2_passing_YPA,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y0_interceptions_AVG,Y0_interceptions_INT,Y0_interceptions_TD,Y0_interceptions_YDS,Y0_puntReturns_AVG,Y0_puntReturns_LONG,Y0_puntReturns_NO,Y0_puntReturns_TD,Y0_puntReturns_YDS,Y1_kickReturns_AVG,Y1_kickReturns_LONG,Y1_kickReturns_NO,Y1_kickReturns_TD,Y1_kickReturns_YDS,Y2_puntReturns_AVG,Y2_puntReturns_LONG,Y2_puntReturns_NO,Y2_puntReturns_TD,Y2_puntReturns_YDS,Y2_interceptions_AVG,Y2_interceptions_INT,Y2_interceptions_TD,Y2_interceptions_YDS,Y3_kickReturns_AVG,Y3_kickReturns_LONG,Y3_kickReturns_NO,Y3_kickReturns_TD,Y3_kickReturns_YDS,Y3_puntReturns_AVG,Y3_puntReturns_LONG,Y3_puntReturns_NO,Y3_puntReturns_TD,Y3_puntReturns_YDS,Y0_punting_In 20,Y0_punting_LONG,Y0_punting_NO,Y0_punting_TB,Y0_punting_YDS,Y0_punting_YPP,Y1_punting_In 20,Y1_punting_LONG,Y1_punting_NO,Y1_punting_TB,Y1_punting_YDS,Y1_punting_YPP,Y3_interceptions_AVG,Y3_interceptions_INT,Y3_interceptions_TD,Y3_interceptions_YDS,Y3_passing_ATT,Y3_passing_COMPLETIONS,Y3_passing_INT,Y3_passing_PCT,Y3_passing_TD,Y3_passing_YDS,Y3_passing_YPA,Y0_kicking_FGA,Y0_kicking_FGM,Y0_kicking_LONG,Y0_kicking_PCT,Y0_kicking_PTS,Y0_kicking_XPA,Y0_kicking_XPM,Y1_kicking_FGA,Y1_kicking_FGM,Y1_kicking_LONG,Y1_kicking_PCT,Y1_kicking_PTS,Y1_kicking_XPA,Y1_kicking_XPM,Y2_kicking_FGA,Y2_kicking_FGM,Y2_kicking_LONG,Y2_kicking_PCT,Y2_kicking_PTS,Y2_kicking_XPA,Y2_kicking_XPM,Y3_kicking_FGA,Y3_kicking_FGM,Y3_kicking_LONG,Y3_kicking_PCT,Y3_kicking_PTS,Y3_kicking_XPA,Y3_kicking_XPM,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y1_defensive_PD,Y1_defensive_QB HUR,Y1_defensive_SACKS,Y1_defensive_SOLO,Y1_defensive_TD,Y1_defensive_TFL,Y1_defensive_TOT,Y2_punting_In 20,Y2_punting_LONG,Y2_punting_NO,Y2_punting_TB,Y2_punting_YDS,Y2_punting_YPP,Y3_punting_In 20,Y3_punting_LONG,Y3_punting_NO,Y3_punting_TB,Y3_punting_YDS,Y3_punting_YPP,Y2_defensive_PD,Y2_defensive_QB HUR,Y2_defensive_SACKS,Y2_defensive_SOLO,Y2_defensive_TD,Y2_defensive_TFL,Y2_defensive_TOT,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC,Y3_defensive_PD,Y3_defensive_QB HUR,Y3_defensive_SACKS,Y3_defensive_SOLO,Y3_defensive_TD,Y3_defensive_TFL,Y3_defensive_TOT,forty,bench,vertical,broad_jump,cone,shuttle
Caleb Williams,Quarterback,USC,Pac-12,73.0,214.0,,,,,,,,9.0,3.0,0.0,,,,,,,,,,388.0,266.0,5.0,0.686,30.0,3633.0,9.4,,,,,,99.0,46.0,11.0,115.0,1.2,,,,,,113.0,59.0,10.0,382.0,3.4,,,,,,,,,,,79.0,74.0,6.0,442.0,5.6,,,,,,499.0,332.0,5.0,0.665,42.0,4535.0,9.1,211.0,136.0,4.0,0.645,21.0,1912.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,,,,,,,,,,,,,,,,
Jayden Daniels,Quarterback,LSU,SEC,76.0,210.0,,,,,,,,2.0,1.0,0.0,,,,,,,,,,327.0,236.0,4.0,0.722,40.0,3812.0,11.7,,,,,,135.0,85.0,10.0,1134.0,8.4,,,,,,186.0,37.0,11.0,885.0,4.8,,,,,,,,,,,138.0,51.0,6.0,710.0,5.1,,,,,,388.0,266.0,3.0,0.686,17.0,2913.0,7.5,301.0,197.0,10.0,0.654,10.0,2380.0,7.9,,,,,,33.0,53.0,4.0,223.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,49.0,1.0,0.583,5.0,701.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,
Drake Maye,Quarterback,North Carolina,ACC,76.0,223.0,,,,,,,,3.0,2.0,0.0,,,,,,,,,,425.0,269.0,9.0,0.633,24.0,3608.0,8.5,,,,,,112.0,56.0,9.0,449.0,4.0,,,,,,184.0,42.0,7.0,699.0,3.8,,,,,,,,,,,6.0,19.0,0.0,62.0,10.3,,,,,,516.0,342.0,7.0,0.663,38.0,4321.0,8.4,10.0,7.0,0.0,0.7,1.0,89.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Harrison Jr.,Wide Receiver,Ohio State,Big Ten,75.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,67.0,14.0,1211.0,18.1,2.0,19.0,1.0,26.0,13.0,58.0,77.0,14.0,1263.0,16.4,2.0,18.0,0.0,32.0,16.0,,,,,,25.0,11.0,3.0,139.0,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Alt,Offensive Tackle,Notre Dame,FBS Independents,81.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,,28.0,112.0,7.31,4.51
Malik Nabers,Wide Receiver,LSU,SEC,72.0,199.0,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,51.0,89.0,14.0,1569.0,17.6,1.0,1.0,0.0,1.0,1.0,75.0,72.0,3.0,1017.0,14.1,1.0,5.0,0.0,5.0,5.0,,,,,,67.0,28.0,4.0,417.0,14.9,4.0,13.0,0.0,23.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,17.0,2.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Penix Jr.,Quarterback,Washington,Pac-12,74.0,216.0,,,,,,,,2.0,1.0,0.0,,,,,,,,,,556.0,363.0,11.0,0.653,36.0,4903.0,8.8,,,,,,35.0,13.0,3.0,8.0,0.2,,,,,,35.0,30.0,4.0,92.0,2.6,,,,,,,,,,,17.0,9.0,2.0,-24.0,-1.4,,,,,,554.0,362.0,8.0,0.653,31.0,4641.0,8.4,162.0,87.0,7.0,0.537,4.0,939.0,5.8,,,,,,18.0,25.0,2.0,25.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,123.0,4.0,0.562,14.0,1649.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome Odunze,Wide Receiver,Washington,Pac-12,75.0,212.0,,,,,,,,3.0,1.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,52.0,92.0,13.0,1640.0,17.8,2.0,23.0,1.0,37.0,18.5,61.0,75.0,7.0,1145.0,15.3,3.0,5.0,1.0,6.0,2.0,,,,,,55.0,41.0,4.0,415.0,10.1,2.0,7.0,0.0,13.0,6.5,8.5,18.0,2.0,0.0,17.0,,,,,,,,,,,,,,,25.0,6.0,0.0,72.0,12.0,3.0,0.0,0.0,-16.0,-5.3,,,,,43.5,83.0,2.0,1.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,,39.0,124.0,6.88,4.03
J.J. McCarthy,Quarterback,Michigan,Big Ten,75.0,219.0,,,,,,,,3.0,0.0,0.0,,,,,,,,,,332.0,240.0,4.0,0.723,22.0,2991.0,9.0,,,,,,64.0,22.0,3.0,202.0,3.2,,,,,,70.0,39.0,5.0,306.0,4.4,,,,,,,,,,,27.0,23.0,2.0,124.0,4.6,,,,,,322.0,208.0,5.0,0.646,22.0,2719.0,8.4,59.0,34.0,2.0,0.576,5.0,516.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,,,,,,,,,,,6.82,4.23
Bo Nix,Quarterback,Oregon,Pac-12,74.0,214.0,,,,,,,,,,,,,,,,,,,,470.0,364.0,3.0,0.774,45.0,4508.0,9.6,,,,,,54.0,44.0,6.0,234.0,4.3,,,,,,88.0,80.0,14.0,514.0,5.8,,,,,,,,,,,,,,,,,,,,,408.0,294.0,7.0,0.721,29.0,3594.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
