name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23
Forrest Lamp,Offensive Guard,Western Kentucky,Conference USA,76.0,309.0,5.0,34.0,27.5,111.0,7.55,4.62,23.0,0,0,0,0,0,0,0
Dion Dawkins,Offensive Guard,Temple,American Athletic,76.0,314.0,5.11,26.0,26.0,106.0,7.3,4.78,23.0,0,0,0,0,0,0,0
Isaac Asiata,Offensive Guard,Utah,Pac-12,75.0,323.0,5.34,35.0,25.5,102.0,7.83,4.93,24.0,0,0,0,0,0,0,0
Danny Isidora,Offensive Guard,Miami,ACC,75.0,306.0,5.03,26.0,29.0,94.0,8.13,4.9,23.0,0,0,0,0,0,0,0
