name,position,college,conference,height,weight,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_college,Y1_college,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_college,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y3_college,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR
Chandler Cox,Fullback,Auburn,SEC,72.0,238.0,23.0,4,0,1,1,1,1,0,Auburn,Auburn,19.0,10.0,1.0,81.0,8.1,3.0,1.0,2.0,3.0,1.0,21.0,8.0,0.0,78.0,9.8,1.0,0.0,0.0,0.0,0.0,Auburn,15.0,4.0,0.0,41.0,10.3,7.0,6.0,1.0,15.0,2.1,Auburn,10.0,3.0,0.0,25.0,8.3
