name,position,college,conference,height,weight,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_college,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y1_college,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y2_college,Y3_college,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR
Max Bredeson,Fullback,Michigan,Big Ten,74.0,252,4,0,0,0,0,0,0,Michigan,7.0,2.0,0.0,11.0,5.5,Michigan,15.0,3.0,0.0,24.0,8.0,14.0,2.0,0.0,19.0,9.5,1.0,1.0,0.0,Michigan,Michigan,56.0,5.0,0.0,78.0,15.6
