name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,draft_year,conference_prestige
Dalton Keene,Tight End,Virginia Tech,ACC,0.3333333333333333,0.5277777777777778,0.3202368182160446,0.7727272727272727,0.4827586206896552,0.6538461538461539,0.5605773670015829,0.8849031040897799,0.16666666666666666,3,1,1,1,0,0,0,0.17647058823529413,0.3125,0.17979610750695088,0.3520000000000001,1.0,0.0,0.4782608695652174,0.043478260869565216,0.34340222575516693,0.20512820512820512,0.30379746835443044,0.5410628019323671,,,,,0.18,0.0,0.23410404624277456,0.5625,,,,,,,,,,,,,2020,0.9
Harrison Bryant,Tight End,Florida Atlantic,Conference USA,0.5,0.25,0.26578705014122866,0.4090909090909091,0.3793103448275862,0.07692307692307693,0.03242219533307402,0.5465608849458949,0.3333333333333333,4,1,1,1,1,0,0,0.7058823529411765,0.4375,0.891566265060241,0.6400000000000001,,,,,0.5596184419713831,0.27350427350427353,0.5906180193596426,0.6618357487922705,0.125,0.0,0.17355371900826447,0.3333333333333333,0.62,0.45454545454545453,0.5823699421965318,0.375,,,,,0.14705882352941177,0.0,0.12780269058295965,0.2647058823529412,,,,,2020,0.35
Albert Okwuegbunam,Tight End,Missouri,SEC,0.6666666666666666,0.6666666666666666,0.9260637095740307,,,,,,0.3333333333333333,3,0,1,1,1,0,0,0.24705882352941178,0.375,0.24467099165894346,0.3520000000000001,,,,,0.534181240063593,0.41025641025641024,0.415487714072971,0.4734299516908213,,,,,0.56,1.0,0.5924855491329479,0.44711538461538464,,,,,,,,,,,,,2020,1.0
Colby Parkinson,Tight End,Stanford,Pac-12,0.8333333333333334,0.5,0.17830507489242584,0.6363636363636364,0.3793103448275862,0.038461538461538464,0.3319353139264989,0.257073275238903,0.16666666666666666,3,1,1,1,0,0,0,0.5058823529411764,0.0625,0.5069508804448564,0.39200000000000007,,,,,0.356120826709062,0.47863247863247865,0.43246463142218916,0.7584541062801933,,,,,0.18,0.36363636363636365,0.1329479768786127,0.2259615384615384,,,,,,,,,,,,,2020,0.9
Brycen Hopkins,Tight End,Purdue,Big Ten,0.3333333333333333,0.3055555555555556,0.48461900070145064,0.7727272727272727,0.4482758620689655,0.3076923076923077,0.14801566081656248,0.7709445132057923,0.5,4,0,1,1,1,1,0,0.6588235294117647,0.4375,0.7303058387395737,0.496,,,,,0.41971383147853736,0.13675213675213677,0.520029784065525,0.7777777777777779,,,,,0.48,0.2727272727272727,0.49710982658959535,0.43269230769230765,,,,,0.2647058823529412,0.6666666666666666,0.3968609865470852,0.723529411764706,,,,,2020,1.0
Charlie Woerner,Tight End,Georgia,SEC,0.5,0.2777777777777778,0.16041761519526473,0.7727272727272727,0.5172413793103449,0.46153846153846156,0.26186132247117117,0.257073275238903,0.3333333333333333,4,1,1,1,1,0,0,0.047058823529411764,0.0625,0.033364226135310475,0.10399999999999993,,,,,0.1271860095389507,0.0,0.13134772896500374,0.6038647342995169,,,,,0.16,0.0,0.13728323699421965,0.2932692307692307,,,,,0.11764705882352941,0.0,0.09865470852017937,0.23529411764705882,,,,,2020,1.0
Tyler Davis,Tight End,Georgia Tech,ACC,0.3333333333333333,0.16666666666666666,,,,,,,0.5,4,0,1,1,1,1,0,0.1411764705882353,0.0625,0.09823911028730306,0.10399999999999993,,,,,0.2670906200317965,0.41025641025641024,0.20104244229337306,0.44927536231884063,,,,,0.26,0.0,0.21820809248554912,0.2932692307692307,,,,,0.29411764705882354,0.16666666666666666,0.226457399103139,0.21764705882352936,,,,,2020,0.9
Stephen Sullivan,Tight End,LSU,SEC,0.5,0.3888888888888889,0.48461900070145064,,0.6551724137931034,0.5769230769230769,0.0,0.0,0.5,3,0,0,1,1,1,0,0.08235294117647059,0.0,0.08155699721964782,0.2720000000000001,,,,,0.27980922098569155,0.13675213675213677,0.32345495160089355,0.7149758454106281,0.25,0.0,0.768595041322314,1.0,0.2,0.09090909090909091,0.3092485549132948,0.7163461538461537,0.16666666666666666,0.25,0.4230769230769231,0.9550561797752809,,,,,,,,,2020,1.0
Kyle Pitts,Tight End,Florida,SEC,0.6666666666666666,0.3055555555555556,0.9825248487846766,0.8181818181818182,0.4482758620689655,0.8076923076923077,0.41427340757517916,0.7326951434732497,0.0,3,1,1,0,0,0,0,0.5988235294117646,0.9750000000000001,0.8887859128822985,0.84,,,,,0.6740858505564388,0.3418803418803419,0.5790022338049144,0.5314009661835749,,,,,0.04,0.09090909090909091,0.09826589595375723,0.9278846153846154,,,,,,,,,,,,,2021,1.0
Pat Freiermuth,Tight End,Penn State,Big Ten,0.5,0.4722222222222222,,1.0,,,,,0.3333333333333333,3,0,1,1,1,0,0,0.38088235294117645,0.1015625,0.4279425393883225,0.48800000000000004,,,,,0.534181240063593,0.47863247863247865,0.4521221146686523,0.5217391304347827,,,,,0.5,0.7272727272727273,0.5245664739884393,0.44230769230769224,,,,,,,,,,,,,2021,1.0
Hunter Long,Tight End,Boston College,ACC,0.5,0.5555555555555556,,,,,,,0.5,3,0,0,1,1,1,0,0.7336898395721926,0.3693181818181818,0.7113488920717838,0.36800000000000005,,,,,0.34340222575516693,0.13675213675213677,0.45390915860014897,0.8309178743961353,,,,,0.06,0.18181818181818182,0.1416184971098266,1.0,,,,,,,,,,,,,2021,0.9
Tommy Tremble,Tight End,Notre Dame,FBS Independents,0.16666666666666666,0.19444444444444445,0.6904203501282766,0.7272727272727273,0.6551724137931034,0.5384615384615384,,,0.16666666666666666,2,0,1,1,0,0,0,0.23176470588235293,0.0,0.2225208526413346,0.32000000000000006,0.11818181818181818,0.0,0.07536231884057971,0.057971014492753624,0.1907790143084261,0.27350427350427353,0.1626209977661951,0.5024154589371981,,,,,,,,,,,,,,,,,,,,,2021,0.9
Tre' McKitty,Tight End,Georgia,SEC,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,4,1,1,1,1,0,0,0.032941176470588245,0.08125,0.0911955514365153,0.8480000000000001,,,,,0.27980922098569155,0.0,0.21444527177959793,0.4589371980676329,,,,,0.5,0.18181818181818182,0.3627167630057804,0.23076923076923078,,,,,0.0,0.0,0.03811659192825112,1.0,,,,,2021,1.0
John Bates,Tight End,Boise State,Mountain West,0.5,0.4444444444444444,0.07820742538015438,0.6818181818181818,0.3103448275862069,0.46153846153846156,0.8840654421082821,0.607996518233833,0.5,4,0,1,1,1,1,0,0.17058823529411765,0.0,0.13727988878591288,0.19200000000000006,,,,,0.2670906200317965,0.06837606837606838,0.24303797468354435,0.5507246376811594,,,,,0.18,0.09090909090909091,0.21676300578034682,0.5048076923076923,,,,,0.058823529411764705,0.0,0.06278026905829596,0.311764705882353,,,,,2021,0.55
Kylen Granson,Tight End,SMU,American Athletic,0.0,0.19444444444444445,,,,,,,0.5,4,0,1,1,1,1,0,0.4764705882352941,0.40625,0.606858202038925,0.6320000000000001,0.11818181818181818,0.0,0.0,0.0,0.534181240063593,0.6153846153846154,0.6433358153387938,0.7632850241545894,0.25,0.0,0.47107438016528924,0.625,,,,,,,,,0.5,0.0,0.5269058295964125,0.43529411764705883,1.0,0.0,0.7162162162162162,0.40384615384615385,2021,0.55
Luke Farrell,Tight End,Ohio State,Big Ten,0.6666666666666666,0.4722222222222222,0.14390379466747336,0.8181818181818182,0.6551724137931034,0.38461538461538464,0.35821338633345995,0.5779895382572842,0.5,4,0,1,1,1,1,0,0.03676470588235294,0.1015625,0.01679796107506951,0.0,,,,,0.07631160572337042,0.13675213675213677,0.10543559195830232,0.7729468599033816,,,,,0.38,0.09090909090909091,0.28901734104046245,0.25480769230769235,,,,,0.029411764705882353,0.0,0.02914798206278027,0.20588235294117646,,,,,2021,1.0
Brevin Jordan,Tight End,Miami,ACC,0.16666666666666666,0.3611111111111111,0.5559977581104663,0.5909090909090909,0.27586206896551724,0.3076923076923077,,,0.16666666666666666,3,1,1,1,0,0,0,0.4695187165775402,0.5170454545454546,0.591962254612857,0.624,0.21487603305785125,0.0,0.017127799736495388,0.007246376811594203,0.43243243243243246,0.13675213675213677,0.44139985107967245,0.6328502415458938,0.125,0.0,0.10743801652892562,0.16666666666666666,0.62,0.36363636363636365,0.4190751445086705,0.20192307692307687,,,,,,,,,,,,,2021,0.9
Noah Gray,Tight End,Duke,ACC,0.16666666666666666,0.16666666666666666,0.8219630120556142,0.5,0.5517241379310345,0.2692307692307692,0.895224220466314,0.5465608849458949,0.3333333333333333,4,1,1,1,1,0,0,0.3304812834224599,0.14772727272727273,0.26556575954166317,0.20000000000000004,0.21487603305785125,0.0,0.051383399209486175,0.021739130434782608,0.6359300476947536,0.20512820512820512,0.34936708860759497,0.32367149758454106,,,,,0.38,0.09090909090909091,0.3309248554913295,0.3221153846153846,,,,,0.11764705882352941,0.3333333333333333,0.06950672645739911,0.08235294117647061,,,,,2021,0.9
Trey McBride,Tight End,Colorado State,Mountain West,0.3333333333333333,0.3333333333333333,,0.6363636363636364,0.41379310344827586,0.34615384615384615,,,0.3333333333333333,4,1,1,1,1,0,0,1.0,0.0625,1.0,0.40800000000000003,0.09090909090909091,1.0,1.0,1.0,0.42130365659777425,0.4444444444444444,0.4608339538346985,0.6811594202898551,,,,,0.88,0.36363636363636365,0.8020231213872833,0.3557692307692308,,,,,0.20588235294117646,0.16666666666666666,0.2085201793721973,0.3764705882352941,0.2,0.0,0.06756756756756757,0.1346153846153846,2022,0.55
Jelani Woods,Tight End,Virginia,ACC,0.8333333333333334,0.5277777777777778,0.658766448451838,0.9090909090909091,,,,,0.5,4,0,1,1,1,1,0,0.4588235294117647,0.5,0.5152919369786839,0.496,0.09090909090909091,0.0,0.014492753623188406,0.014492753623188406,0.10752998988293107,0.08080808080808081,0.13532796317606446,0.7294685990338166,0.14772727272727273,0.0,0.30277986476333585,0.5833333333333334,0.3,0.09090909090909091,0.1546242774566474,0.09615384615384615,,,,,0.20588235294117646,0.3333333333333333,0.289237668161435,0.6411764705882352,,,,,2022,0.9
Greg Dulcich,Tight End,UCLA,Pac-12,0.3333333333333333,0.25,0.3818503103600758,0.5454545454545454,0.4827586206896552,0.5384615384615384,0.6143785166397553,0.5465608849458949,0.3333333333333333,4,1,1,1,1,0,0,0.43529411764705883,0.3125,0.6329935125115848,0.7920000000000001,,,,,0.7037625861155272,0.7407407407407407,1.0,0.9130434782608695,,,,,0.14,0.09090909090909091,0.14450867052023122,0.38942307692307687,,,,,0.0,0.0,0.0,0.0,,,,,2022,0.9
Jeremy Ruckert,Tight End,Ohio State,Big Ten,0.6666666666666666,0.5,,0.6818181818181818,,,,,0.3333333333333333,4,1,1,1,1,0,0,0.24705882352941178,0.1875,0.247451343836886,0.36000000000000004,,,,,0.2559618441971383,0.5555555555555556,0.21835443037974686,0.5120772946859904,,,,,0.26,0.36363636363636365,0.19797687861271676,0.24519230769230765,,,,,0.0,0.0,0.01569506726457399,0.4117647058823529,,,,,2022,1.0
Cade Otton,Tight End,Washington,Pac-12,0.5,0.3611111111111111,,,,,,,0.5,4,0,1,1,1,1,0,0.27058823529411763,0.0625,0.1927710843373494,0.12000000000000002,,,,,0.48330683624801274,0.4444444444444444,0.4985852568875652,0.6425120772946861,,,,,0.62,0.18181818181818182,0.48988439306358383,0.27884615384615385,,,,,0.35294117647058826,0.5,0.37668161434977576,0.43529411764705883,,,,,2022,0.9
Daniel Bellinger,Tight End,San Diego State,Mountain West,0.5,0.5277777777777778,0.5912379641367415,0.8181818181818182,0.5172413793103449,0.6538461538461539,0.6143785166397553,0.23038685832675523,0.16666666666666666,4,1,1,1,0,0,0,0.3058823529411765,0.125,0.2919369786839666,0.328,0.09090909090909091,0.0,0.028985507246376812,0.028985507246376812,0.42130365659777425,0.0,0.2938570364854803,0.42028985507246375,,,,,0.28,0.2727272727272727,0.2832369942196532,0.40384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.008968609865470852,0.23529411764705882,,,,,2022,0.55
Charlie Kolar,Tight End,Iowa State,Big 12,0.8333333333333334,0.5,,,,,,,0.5,4,0,1,1,1,1,0,0.6705882352941176,0.375,0.6617238183503243,0.38399999999999995,,,,,0.795619148560325,0.691358024691358,0.7618763961280716,0.5990338164251208,,,,,1.0,0.6363636363636364,1.0,0.4182692307692307,,,,,0.29411764705882354,0.5,0.2937219730941704,0.38235294117647056,,,,,2022,0.9
Jake Ferguson,Tight End,Wisconsin,Big Ten,0.5,0.4444444444444444,0.1145530492378843,0.5,0.3103448275862069,0.38461538461538464,0.6626201743276806,0.20545647560864144,0.5,4,0,1,1,1,1,0,0.4823529411764706,0.1875,0.37812789620018533,0.19200000000000006,,,,,0.6073131955484896,0.4444444444444444,0.44195830230826516,0.4444444444444444,,,,,0.64,0.18181818181818182,0.5809248554913294,0.3509615384615385,,,,,1.0,0.6666666666666666,1.0,0.40588235294117647,,,,,2022,1.0
Isaiah Likely,Tight End,Coastal Carolina,Sun Belt,0.5,0.3055555555555556,,,0.6206896551724138,,,0.04972423289395166,0.3333333333333333,4,1,1,1,1,0,0,0.6352941176470588,0.75,0.8063021316033364,0.648,0.2727272727272727,0.0,0.14492753623188406,0.047826086956521734,0.48330683624801274,0.4444444444444444,0.6972151898734179,0.9178743961352658,,,,,0.62,0.45454545454545453,0.615606936416185,0.40865384615384615,,,,,0.3235294117647059,0.8333333333333334,0.2242152466367713,0.16470588235294123,,,,,2022,0.35
Chigoziem Okonkwo,Tight End,Maryland,Big Ten,0.16666666666666666,0.1111111111111111,0.8801991436166505,,0.5862068965517241,,,,0.3333333333333333,4,1,1,1,1,0,0,0.5529411764705883,0.3125,0.3753475440222428,0.09599999999999996,,,,,,,,,,,,,0.36,0.18181818181818182,0.2832369942196532,0.2692307692307692,,,,,0.14705882352941177,0.16666666666666666,0.1412556053811659,0.3235294117647059,0.4,1.0,1.0,1.0,2022,1.0
Cole Turner,Tight End,Nevada,Mountain West,0.8333333333333334,0.4166666666666667,0.19768007079899705,0.5909090909090909,0.0,0.46153846153846156,0.5881004442327965,0.41290281273988483,0.3333333333333333,4,1,1,1,1,0,0,0.6705882352941176,0.625,0.5885078776645042,0.28,,,,,1.0,1.0,0.8775502606105735,0.5458937198067634,,,,,0.06,0.0,0.06647398843930635,0.375,,,,,0.029411764705882353,0.16666666666666666,0.06950672645739911,0.7352941176470589,,,,,2022,0.55
Teagan Quitoriano,Tight End,Oregon State,Pac-12,0.6666666666666666,0.6111111111111112,,0.8181818181818182,,,,,0.3333333333333333,4,1,1,1,1,0,0,0.16470588235294117,0.1875,0.15940685820203893,0.31200000000000006,,,,,0.37307896131425544,0.14814814814814814,0.35725986597170517,0.5893719806763285,,,,,0.08,0.18181818181818182,0.13728323699421965,0.7211538461538461,,,,,0.029411764705882353,0.0,0.01569506726457399,0.029411764705882353,,,,,2022,0.9
James Mitchell,Tight End,Virginia Tech,ACC,0.3333333333333333,0.4166666666666667,,,,,,,0.5,3,0,0,1,1,1,0,0.0,0.0625,0.0,0.08000000000000002,0.09090909090909091,0.0,0.014492753623188406,0.014492753623188406,0.37808931926578987,0.32323232323232326,0.4584579976985041,0.7584541062801933,0.14772727272727273,0.29545454545454547,0.14650638617580766,0.25,0.4,0.18181818181818182,0.5173410404624278,0.5913461538461539,0.6666666666666666,1.0,0.5,0.8314606741573034,,,,,,,,,2022,0.9
Grant Calcaterra,Tight End,SMU,American Athletic,0.3333333333333333,0.19444444444444445,0.6256128454395029,0.7272727272727273,,,,,0.5,4,0,1,1,1,1,0,0.38823529411764707,0.25,0.39202965708989806,0.38399999999999995,,,,,,,,,,,,,0.5,0.5454545454545454,0.565028901734104,0.4903846153846153,,,,,0.7352941176470589,1.0,0.874439461883408,0.5411764705882353,,,,,2022,0.55
John FitzPatrick,Tight End,Georgia,SEC,0.8333333333333334,0.7777777777777778,,,,,,,0.3333333333333333,3,0,1,1,1,0,0,0.011764705882352941,0.0,0.037998146431881374,0.5120000000000001,,,,,0.15262321144674085,0.08888888888888889,0.10945644080416979,0.4106280193236715,,,,,0.0,0.0,0.024566473988439308,0.8173076923076923,,,,,,,,,,,,,2022,1.0
Ko Kieft,Tight End,Minnesota,Big Ten,0.5,0.8611111111111112,,,,,,,0.6666666666666666,4,0,0,1,1,1,1,0.023529411764705882,0.0625,0.05468025949953661,0.56,,,,,0.028616852146263912,0.1111111111111111,0.04121370067014148,0.6521739130434783,0.203125,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.02914798206278027,0.7647058823529411,,,,,2022,1.0
Nick Muse,Tight End,South Carolina,SEC,0.5,0.4166666666666667,,,,,,,0.5,3,0,0,1,1,1,0,0.17647058823529413,0.125,0.16682113067655235,0.296,,,,,0.48330683624801274,0.08888888888888889,0.4927773641102011,0.6376811594202898,,,,,0.32,0.0,0.22109826589595374,0.20673076923076925,,,,,,,,,,,,,2022,1.0
