name,position,college,conference,height,weight,forty,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_college,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_college,Y0_passing_ATT,Y0_passing_COMPLETIONS,Y0_passing_INT,Y0_passing_PCT,Y0_passing_TD,Y0_passing_YDS,Y0_passing_YPA,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_college,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y1_passing_ATT,Y1_passing_COMPLETIONS,Y1_passing_INT,Y1_passing_PCT,Y1_passing_TD,Y1_passing_YDS,Y1_passing_YPA,Y2_passing_ATT,Y2_passing_COMPLETIONS,Y2_passing_INT,Y2_passing_PCT,Y2_passing_TD,Y2_passing_YDS,Y2_passing_YPA,Y3_college,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y3_passing_ATT,Y3_passing_COMPLETIONS,Y3_passing_INT,Y3_passing_PCT,Y3_passing_TD,Y3_passing_YDS,Y3_passing_YPA,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC
Kenny Pickett,Quarterback,Pittsburgh,ACC,75.0,217.0,4.73,33.5,121.0,,4.29,24.0,4,0,0,1,1,1,1,Pittsburgh,4.0,3.0,0.0,Pittsburgh,497.0,334.0,7.0,0.672,42.0,4319.0,8.7,97.0,58.0,5.0,241.0,2.5,81.0,18.0,8.0,162.0,2.0,Pittsburgh,95.0,30.0,2.0,110.0,1.2,333.0,204.0,9.0,0.613,13.0,2408.0,7.2,469.0,289.0,9.0,0.616,13.0,3098.0,6.6,Pittsburgh,117.0,30.0,3.0,221.0,1.9,309.0,180.0,6.0,0.583,12.0,1969.0,6.4,7.0,1.0,0.0,7.0,2.0,0.0,7.0,4.0,0.0
Desmond Ridder,Quarterback,Cincinnati,American Athletic,75.0,211.0,4.52,36.0,127.0,7.15,4.29,23.0,4,0,1,1,1,1,0,Cincinnati,3.0,2.0,0.0,Cincinnati,387.0,251.0,8.0,0.649,30.0,3334.0,8.6,110.0,40.0,6.0,355.0,3.2,101.0,91.0,12.0,589.0,5.8,Cincinnati,144.0,49.0,5.0,675.0,4.7,281.0,186.0,6.0,0.662,19.0,2296.0,8.2,325.0,179.0,9.0,0.551,18.0,2164.0,6.7,Cincinnati,149.0,41.0,5.0,583.0,3.9,311.0,194.0,5.0,0.624,20.0,2445.0,7.9,6.0,4.0,0.0,7.0,3.0,0.0,10.0,7.0,0.0
Malik Willis,Quarterback,Liberty,FBS Independents,73.0,219.0,,,,,,23.0,4,0,1,1,1,1,0,Liberty,3.0,1.0,0.0,Liberty,339.0,207.0,12.0,0.611,27.0,2857.0,8.4,197.0,56.0,13.0,878.0,4.5,141.0,67.0,14.0,944.0,6.7,,,,,,,264.0,169.0,6.0,0.64,20.0,2252.0,8.5,,,,,,,,Auburn,12.0,30.0,1.0,88.0,7.3,7.0,5.0,0.0,0.714,0.0,24.0,3.4,10.0,4.0,0.0,,,,,,
Matt Corral,Quarterback,Ole Miss,SEC,74.0,212.0,,,,,,23.0,4,0,1,1,1,1,0,Ole Miss,5.0,2.0,0.0,Ole Miss,386.0,262.0,5.0,0.679,20.0,3349.0,8.7,152.0,32.0,11.0,614.0,4.0,111.0,27.0,4.0,516.0,4.6,Ole Miss,57.0,23.0,1.0,135.0,2.4,327.0,232.0,14.0,0.709,29.0,3352.0,10.3,178.0,105.0,3.0,0.59,6.0,1362.0,7.7,Ole Miss,13.0,61.0,2.0,83.0,6.4,22.0,16.0,1.0,0.727,2.0,239.0,10.9,4.0,3.0,0.0,4.0,2.0,0.0,,,
Bailey Zappe,Quarterback,Western Kentucky,Conference USA,73.0,215.0,4.88,30.0,109.0,7.19,4.4,23.0,1,0,0,0,0,1,0,Western Kentucky,2.0,1.0,0.0,,686.0,475.0,11.0,0.692,62.0,5967.0,8.7,51.0,21.0,3.0,17.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Howell,Quarterback,North Carolina,ACC,73.0,218.0,,,,,,21.0,3,1,1,1,0,0,0,North Carolina,7.0,4.0,0.0,North Carolina,347.0,217.0,9.0,0.625,24.0,3056.0,8.8,183.0,62.0,11.0,828.0,4.5,92.0,30.0,5.0,146.0,1.6,North Carolina,94.0,24.0,1.0,35.0,0.4,348.0,237.0,7.0,0.681,30.0,3586.0,10.3,422.0,259.0,7.0,0.614,38.0,3641.0,8.6,,,,,,,,,,,,,,4.0,1.0,0.0,7.0,2.0,0.0,,,
Chris Oladokun,Quarterback,South Dakota State,MVFC,74.0,195.0,,,,,,25.0,4,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Florida,25.0,22.0,0.0,19.0,0.8,44.0,22.0,1.0,0.5,3.0,285.0,6.5,,,,,,,1.0,0.0,0.0
Skylar Thompson,Quarterback,Kansas State,Big 12,74.0,217.0,4.91,31.0,112.0,7.0,4.28,25.0,4,0,0,0,1,1,1,Kansas State,2.0,0.0,0.0,Kansas State,233.0,162.0,4.0,0.695,12.0,2113.0,9.1,47.0,26.0,4.0,4.0,0.1,19.0,13.0,3.0,38.0,2.0,Kansas State,114.0,61.0,11.0,405.0,3.6,64.0,40.0,0.0,0.625,4.0,626.0,9.8,296.0,176.0,5.0,0.595,12.0,2307.0,7.8,Kansas State,105.0,52.0,5.0,373.0,3.6,209.0,123.0,4.0,0.589,10.0,1396.0,6.7,,,,8.0,2.0,0.0,5.0,2.0,0.0
Brock Purdy,Quarterback,Iowa State,Big 12,73.0,212.0,4.84,27.0,,7.21,4.45,22.0,4,1,1,1,1,0,0,Iowa State,6.0,2.0,0.0,Iowa State,407.0,292.0,8.0,0.717,19.0,3188.0,7.8,85.0,23.0,1.0,238.0,2.8,87.0,29.0,5.0,382.0,4.4,Iowa State,93.0,44.0,8.0,249.0,2.7,364.0,243.0,9.0,0.668,19.0,2750.0,7.6,475.0,312.0,9.0,0.657,27.0,3982.0,8.4,Iowa State,100.0,29.0,5.0,308.0,3.1,220.0,146.0,7.0,0.664,16.0,2250.0,10.2,3.0,2.0,0.0,7.0,5.0,0.0,3.0,2.0,0.0
