collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeamId,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade
4431611.0,108247,30,USC,Pac-12,3,Chicago,2024,1,1,1,Caleb Williams,Quarterback,73.0,214.0,1.0,1.0,97.0
4426348.0,107317,99,LSU,SEC,28,Washington,2024,2,1,2,Jayden Daniels,Quarterback,76.0,210.0,5.0,2.0,94.0
4431452.0,108248,153,North Carolina,ACC,17,New England,2024,3,1,3,Drake Maye,Quarterback,76.0,223.0,6.0,3.0,93.0
4432708.0,108246,194,Ohio State,Big Ten,22,Arizona,2024,4,1,4,Marvin Harrison Jr.,Wide Receiver,75.0,209.0,2.0,1.0,95.0
4683487.0,108249,87,Notre Dame,FBS Independents,24,Los Angeles,2024,5,1,5,Joe Alt,Offensive Tackle,81.0,321.0,4.0,1.0,94.0
4595348.0,108251,99,LSU,SEC,19,New York,2024,6,1,6,Malik Nabers,Wide Receiver,72.0,199.0,3.0,2.0,95.0
4431437.0,108261,333,Alabama,SEC,10,Tennessee,2024,7,1,7,JC Latham,Offensive Tackle,78.0,342.0,23.0,5.0,90.0
4360423.0,108267,264,Washington,Pac-12,1,Atlanta,2024,8,1,8,Michael Penix Jr.,Quarterback,74.0,216.0,43.0,6.0,85.0
4431299.0,108252,264,Washington,Pac-12,3,Chicago,2024,9,1,9,Rome Odunze,Wide Receiver,75.0,212.0,8.0,3.0,93.0
4433970.0,108263,130,Michigan,Big Ten,16,Minnesota,2024,10,1,10,J.J. McCarthy,Quarterback,75.0,219.0,9.0,4.0,92.0
4431809.0,107715,213,Penn State,Big Ten,20,New York,2024,11,1,11,Olu Fashanu,Offensive Tackle,78.0,312.0,17.0,3.0,91.0
4426338.0,107701,2483,Oregon,Pac-12,7,Denver,2024,12,1,12,Bo Nix,Quarterback,74.0,214.0,32.0,5.0,87.0
4432665.0,108250,61,Georgia,SEC,13,Las Vegas,2024,13,1,13,Brock Bowers,Tight End,75.0,243.0,13.0,1.0,92.0
4606711.0,108277,204,Oregon State,Pac-12,18,New Orleans,2024,14,1,14,Taliese Fuaga,Offensive Tackle,78.0,324.0,26.0,6.0,89.0
4426473.0,107855,26,UCLA,Pac-12,11,Indianapolis,2024,15,1,15,Laiatu Latu,Defensive Edge,77.0,259.0,12.0,2.0,92.0
4570040.0,108333,251,Texas,Big 12,26,Seattle,2024,16,1,16,Byron Murphy II,Defensive Tackle,73.0,297.0,14.0,1.0,91.0
4565190.0,108253,333,Alabama,SEC,16,Minnesota,2024,17,1,17,Dallas Turner,Defensive Edge,75.0,247.0,7.0,1.0,93.0
4431571.0,108258,61,Georgia,SEC,4,Cincinnati,2024,18,1,18,Amarius Mims,Offensive Tackle,80.0,340.0,22.0,4.0,90.0
4578085.0,107259,52,Florida State,ACC,14,Los Angeles,2024,19,1,19,Jared Verse,Defensive Edge,76.0,254.0,16.0,3.0,91.0
4427170.0,107900,264,Washington,Pac-12,23,Pittsburgh,2024,20,1,20,Troy Fautanu,Offensive Guard,76.0,317.0,15.0,2.0,91.0
4431586.0,108259,213,Penn State,Big Ten,15,Miami,2024,21,1,21,Chop Robinson,Defensive Edge,75.0,254.0,20.0,4.0,90.0
4686273.0,108276,2649,Toledo,Mid-American,21,Philadelphia,2024,22,1,22,Quinyon Mitchell,Cornerback,72.0,195.0,10.0,1.0,92.0
4432773.0,108269,99,LSU,SEC,30,Jacksonville,2024,23,1,23,Brian Thomas Jr.,Wide Receiver,75.0,209.0,24.0,4.0,90.0
4592837.0,108266,333,Alabama,SEC,8,Detroit,2024,24,1,24,Terrion Arnold,Cornerback,72.0,189.0,11.0,2.0,92.0
3821571.0,107099,12,Arizona,Pac-12,9,Green Bay,2024,25,1,25,Jordan Morgan,Offensive Tackle,77.0,311.0,40.0,8.0,86.0
4429251.0,108292,150,Duke,ACC,27,Tampa Bay,2024,26,1,26,Graham Barton,Center,77.0,313.0,18.0,1.0,91.0
4569480.0,107562,142,Missouri,SEC,22,Arizona,2024,27,1,27,Darius Robinson,Defensive Edge,77.0,285.0,30.0,5.0,88.0
4683062.0,108290,251,Texas,Big 12,12,Kansas City,2024,28,1,28,Xavier Worthy,Wide Receiver,71.0,165.0,34.0,8.0,87.0
4609048.0,108270,201,Oklahoma,Big 12,6,Dallas,2024,29,1,29,Tyler Guyton,Offensive Tackle,80.0,322.0,33.0,7.0,87.0
4601278.0,108256,228,Clemson,ACC,33,Baltimore,2024,30,1,30,Nate Wiggins,Cornerback,73.0,173.0,25.0,4.0,89.0
4428209.0,107246,57,Florida,SEC,25,San Francisco,2024,31,1,31,Ricky Pearsall,Wide Receiver,73.0,189.0,35.0,9.0,87.0
4430034.0,108271,2579,South Carolina,SEC,29,Carolina,2024,32,1,32,Xavier Legette,Wide Receiver,73.0,221.0,28.0,5.0,89.0
4635008.0,108254,52,Florida State,ACC,2,Buffalo,2024,33,2,1,Keon Coleman,Wide Receiver,75.0,213.0,37.0,10.0,86.0
4612826.0,108275,61,Georgia,SEC,24,Los Angeles,2024,34,2,2,Ladd McConkey,Wide Receiver,72.0,186.0,31.0,7.0,88.0
4430271.0,107213,228,Clemson,ACC,1,Atlanta,2024,35,2,3,Ruke Orhorhoro,Defensive Tackle,76.0,294.0,68.0,8.0,79.0
4430560.0,108262,356,Illinois,Big Ten,28,Washington,2024,36,2,4,Jer'Zhan Newton,Defensive Tackle,74.0,304.0,21.0,2.0,90.0
4430637.0,108346,264,Washington,Pac-12,17,New England,2024,37,2,5,Ja'Lynn Polk,Wide Receiver,73.0,203.0,60.0,11.0,81.0
