collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeamId,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade
547401.0,49986,25,California,Pac-12,14,Los Angeles,2016,1,1,1,Jared Goff,Quarterback,76.0,215,11.0,2.0,91.0
2573079.0,49988,2449,North Dakota State,MVFC,21,Philadelphia,2016,2,1,2,Carson Wentz,Quarterback,77.0,237,10.0,1.0,91.0
549808.0,49517,194,Ohio State,Big Ten,24,Los Angeles,2016,3,1,3,Joey Bosa,Defensive End,77.0,269,1.0,1.0,94.0
549811.0,50025,194,Ohio State,Big Ten,6,Dallas,2016,4,1,4,Ezekiel Elliott,Running Back,72.0,225,4.0,1.0,93.0
546810.0,49428,52,Florida State,ACC,30,Jacksonville,2016,5,1,5,Jalen Ramsey,Cornerback,73.0,209,3.0,1.0,93.0
-1026408.0,49919,87,Notre Dame,FBS Independents,33,Baltimore,2016,6,1,6,Ronnie Stanley,Offensive Tackle,78.0,312,5.0,2.0,93.0
530870.0,49518,2483,Oregon,Pac-12,25,San Francisco,2016,7,1,7,DeForest Buckner,Defensive End,79.0,291,6.0,2.0,92.0
-1020735.0,49920,127,Michigan State,Big Ten,10,Tennessee,2016,8,1,8,Jack Conklin,Offensive Tackle,78.0,308,7.0,3.0,92.0
-1011681.0,49876,61,Georgia,SEC,3,Chicago,2016,9,1,9,Leonard Floyd,Outside Linebacker,78.0,244,9.0,2.0,91.0
545623.0,50243,194,Ohio State,Big Ten,19,New York,2016,10,1,10,Eli Apple,Cornerback,73.0,199,25.0,4.0,89.0
551319.0,49429,57,Florida,SEC,27,Tampa Bay,2016,11,1,11,Vernon Hargreaves III,Cornerback,71.0,204,23.0,3.0,89.0
530381.0,49651,97,Louisville,ACC,18,New Orleans,2016,12,1,12,Sheldon Rankins,Defensive Tackle,73.0,299,12.0,1.0,91.0
550015.0,49918,145,Ole Miss,SEC,15,Miami,2016,13,1,13,Laremy Tunsil,Offensive Tackle,77.0,310,2.0,1.0,94.0
534504.0,49597,277,West Virginia,Big 12,13,Las Vegas,2016,14,1,14,Karl Joseph,Safety,70.0,205,24.0,1.0,89.0
535497.0,50135,239,Baylor,Big 12,5,Cleveland,2016,15,1,15,Corey Coleman,Wide Receiver,71.0,194,20.0,3.0,90.0
-1027110.0,49921,194,Ohio State,Big Ten,8,Detroit,2016,16,1,16,Taylor Decker,Offensive Tackle,79.0,310,16.0,4.0,90.0
551326.0,49589,57,Florida,SEC,1,Atlanta,2016,17,1,17,Keanu Neal,Safety,73.0,211,44.0,3.0,83.0
-1000885.0,50307,333,Alabama,SEC,11,Indianapolis,2016,18,1,18,Ryan Kelly,Center,76.0,311,32.0,1.0,88.0
-1007357.0,49519,228,Clemson,ACC,2,Buffalo,2016,19,1,19,Shaq Lawson,Defensive End,75.0,269,17.0,3.0,90.0
549817.0,49873,194,Ohio State,Big Ten,20,New York,2016,20,1,20,Darron Lee,Outside Linebacker,73.0,232,13.0,3.0,91.0
-1026400.0,50132,87,Notre Dame,FBS Independents,34,Houston,2016,21,1,21,Will Fuller,Wide Receiver,72.0,186,21.0,4.0,90.0
516301.0,50131,2628,TCU,Big 12,28,Washington,2016,22,1,22,Josh Doctson,Wide Receiver,74.0,202,15.0,2.0,91.0
550014.0,50129,145,Ole Miss,SEC,16,Minnesota,2016,23,1,23,Laquon Treadwell,Wide Receiver,74.0,221,14.0,1.0,91.0
553531.0,49438,248,Houston,American Athletic,4,Cincinnati,2016,24,1,24,William Jackson III,Cornerback,72.0,189,22.0,2.0,90.0
550044.0,49437,2390,Miami,ACC,23,Pittsburgh,2016,25,1,25,Artie Burns,Cornerback,72.0,193,31.0,5.0,88.0
534849.0,49985,235,Memphis,American Athletic,7,Denver,2016,26,1,26,Paxton Lynch,Quarterback,79.0,244,38.0,3.0,85.0
3122752.0,49654,26,UCLA,Pac-12,9,Green Bay,2016,27,1,27,Kenny Clark,Defensive Tackle,75.0,314,41.0,7.0,84.0
-1032989.0,49829,24,Stanford,Pac-12,25,San Francisco,2016,28,1,28,Joshua Garnett,Offensive Guard,76.0,312,50.0,1.0,81.0
550011.0,49649,145,Ole Miss,SEC,22,Arizona,2016,29,1,29,Robert Nkemdiche,Defensive Tackle,76.0,294,35.0,5.0,87.0
-1017020.0,49664,2348,Louisiana Tech,Conference USA,29,Carolina,2016,30,1,30,Vernon Butler,Defensive Tackle,76.0,323,26.0,4.0,89.0
-1035119.0,50385,245,Texas A&M,SEC,26,Seattle,2016,31,1,31,Germain Ifedi,Offensive Tackle,78.0,324,29.0,5.0,88.0
-1027849.0,49521,197,Oklahoma State,Big 12,5,Cleveland,2016,32,2,1,Emmanuel Ogbah,Defensive End,76.0,273,57.0,7.0,80.0
-1007353.0,50257,228,Clemson,ACC,10,Tennessee,2016,33,2,2,Kevin Dodd,Defensive End,77.0,277,33.0,4.0,87.0
550965.0,49872,87,Notre Dame,FBS Independents,6,Dallas,2016,34,2,3,Jaylon Smith,Outside Linebacker,74.0,223,76.0,7.0,77.0
