collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeamId,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade
4360310.0,104734,228,Clemson,ACC,30,Jacksonville,2021,1,1,1,Trevor Lawrence,Quarterback,78,213,1.0,1.0,97.0
4361259.0,104933,252,BYU,FBS Independents,20,New York,2021,2,1,2,Zach Wilson,Quarterback,74,214,4.0,2.0,93.0
4383351.0,104742,2449,North Dakota State,MVFC,25,San Francisco,2021,3,1,3,Trey Lance,Quarterback,76,224,9.0,3.0,92.0
4360248.0,104760,57,Florida,SEC,1,Atlanta,2021,4,1,4,Kyle Pitts,Tight End,78,245,2.0,1.0,94.0
4362628.0,104737,99,LSU,SEC,4,Cincinnati,2021,5,1,5,Ja'Marr Chase,Wide Receiver,72,201,3.0,1.0,94.0
4372016.0,104744,333,Alabama,SEC,15,Miami,2021,6,1,6,Jaylen Waddle,Wide Receiver,70,180,7.0,3.0,93.0
4373825.0,104735,2483,Oregon,Pac-12,8,Detroit,2021,7,1,7,Penei Sewell,Offensive Tackle,77,331,5.0,1.0,93.0
4362847.0,104938,2579,South Carolina,SEC,29,Carolina,2021,8,1,8,Jaycee Horn,Cornerback,73,205,14.0,2.0,91.0
4372012.0,104736,333,Alabama,SEC,7,Denver,2021,9,1,9,Pat Surtain II,Cornerback,74,208,10.0,1.0,92.0
4241478.0,104741,333,Alabama,SEC,21,Philadelphia,2021,10,1,10,DeVonta Smith,Wide Receiver,72,170,6.0,2.0,93.0
4362887.0,104739,194,Ohio State,Big Ten,3,Chicago,2021,11,1,11,Justin Fields,Quarterback,75,227,11.0,4.0,91.0
4361423.0,104738,213,Penn State,Big Ten,6,Dallas,2021,12,1,12,Micah Parsons,Inside Linebacker,75,246,16.0,2.0,90.0
4242283.0,104761,77,Northwestern,Big Ten,24,Los Angeles,2021,13,1,13,Rashawn Slater,Offensive Tackle,76,304,8.0,2.0,93.0
4259646.0,104771,30,USC,Pac-12,20,New York,2021,14,1,14,Alijah Vera-Tucker,Offensive Guard,77,308,13.0,1.0,91.0
4241464.0,104935,333,Alabama,SEC,17,New England,2021,15,1,15,Mac Jones,Quarterback,75,217,15.0,5.0,90.0
4244606.0,105138,202,Tulsa,American Athletic,22,Arizona,2021,16,1,16,Zaven Collins,Outside Linebacker,77,259,27.0,1.0,89.0
4241466.0,104806,333,Alabama,SEC,13,Las Vegas,2021,17,1,17,Alex Leatherwood,Offensive Tackle,77,312,60.0,2.0,80.0
4242975.0,105141,2390,Miami,ACC,15,Miami,2021,18,1,18,Jaelan Phillips,Defensive End,78,260,21.0,2.0,90.0
4240778.0,105250,96,Kentucky,SEC,28,Washington,2021,19,1,19,Jamin Davis,Inside Linebacker,76,234,25.0,3.0,90.0
4240600.0,105142,57,Florida,SEC,19,New York,2021,20,1,20,Kadarius Toney,Wide Receiver,72,193,32.0,6.0,88.0
4258194.0,104780,130,Michigan,Big Ten,11,Indianapolis,2021,21,1,21,Kwity Paye,Defensive End,75,261,18.0,1.0,90.0
4240859.0,104751,259,Virginia Tech,ACC,10,Tennessee,2021,22,1,22,Caleb Farley,Cornerback,74,197,19.0,3.0,90.0
4361985.0,105134,259,Virginia Tech,ACC,16,Minnesota,2021,23,1,23,Christian Darrisaw,Offensive Tackle,77,322,20.0,3.0,90.0
4241457.0,104766,333,Alabama,SEC,23,Pittsburgh,2021,24,1,24,Najee Harris,Running Back,73,232,28.0,2.0,89.0
4239996.0,104752,228,Clemson,ACC,30,Jacksonville,2021,25,1,25,Travis Etienne,Running Back,70,215,22.0,1.0,90.0
4361266.0,105268,77,Northwestern,Big Ten,5,Cleveland,2021,26,1,26,Greg Newsome II,Cornerback,72,192,24.0,4.0,90.0
4360939.0,104740,135,Minnesota,Big Ten,33,Baltimore,2021,27,1,27,Rashod Bateman,Wide Receiver,72,190,29.0,5.0,89.0
4240269.0,105148,248,Houston,American Athletic,18,New Orleans,2021,28,1,28,Payton Turner,Defensive End,78,268,73.0,9.0,76.0
4259561.0,105145,61,Georgia,SEC,9,Green Bay,2021,29,1,29,Eric Stokes,Cornerback,73,194,71.0,10.0,76.0
