collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeamId,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade
4372096,106653,130,Michigan,Big Ten,6,Dallas,2023,58,2,27,Luke Schoonmaker,Tight End,77.0,251.0,71.0,8.0,78.0
4428696,106379,57,Florida,SEC,2,Buffalo,2023,59,2,28,O'Cyrus Torrence,Offensive Guard,77.0,330.0,42.0,2.0,84.0
4572036,106735,130,Michigan,Big Ten,4,Cincinnati,2023,60,2,29,DJ Turner,Cornerback,71.0,178.0,56.0,9.0,81.0
4430539,106877,213,Penn State,Big Ten,30,Jacksonville,2023,61,2,30,Brenton Strange,Tight End,76.0,253.0,68.0,7.0,78.0
4361425,106807,213,Penn State,Big Ten,34,Houston,2023,62,2,31,Juice Scruggs,Center,75.0,301.0,90.0,3.0,71.0
4686472,106404,201,Oklahoma,Big 12,7,Denver,2023,63,2,32,Marvin Mims,Wide Receiver,71.0,183.0,60.0,9.0,80.0
4426332,106376,2579,South Carolina,SEC,3,Chicago,2023,64,3,1,Zacch Pickens,Defensive Tackle,76.0,291.0,65.0,6.0,79.0
4362805,106660,333,Alabama,SEC,21,Philadelphia,2023,65,3,2,Tyler Steen,Offensive Tackle,78.0,321.0,79.0,9.0,75.0
4360386,106662,356,Illinois,Big Ten,21,Philadelphia,2023,66,3,3,Sydney Brown,Safety,70.0,211.0,69.0,3.0,78.0
4685721,106504,8,Arkansas,SEC,7,Denver,2023,67,3,4,Drew Sanders,Inside Linebacker,76.0,235.0,70.0,3.0,78.0
4240858,106479,2633,Tennessee,SEC,8,Detroit,2023,68,3,5,Hendon Hooker,Quarterback,75.0,217.0,33.0,5.0,86.0
4366031,106808,248,Houston,American Athletic,34,Houston,2023,69,3,6,Nathaniel Dell,Wide Receiver,68.0,165.0,88.0,11.0,72.0
4567123,106431,333,Alabama,SEC,13,Las Vegas,2023,70,3,7,Byron Young,Defensive Tackle,75.0,294.0,114.0,9.0,66.0
4599739,106659,2628,TCU,Big 12,18,New Orleans,2023,71,3,8,Kendre Miller,Running Back,71.0,215.0,73.0,4.0,77.0
4568506,106655,183,Syracuse,ACC,22,Arizona,2023,72,3,9,Garrett Williams,Cornerback,70.0,192.0,145.0,18.0,59.0
4692590,106645,2633,Tennessee,SEC,19,New York,2023,73,3,10,Jalin Hyatt,Wide Receiver,72.0,176.0,49.0,7.0,83.0
4369863,106355,2633,Tennessee,SEC,5,Cleveland,2023,74,3,11,Cedric Tillman,Wide Receiver,75.0,213.0,59.0,8.0,80.0
4426412,106358,194,Ohio State,Big Ten,1,Atlanta,2023,75,3,12,Zach Harrison,Defensive End,78.0,274.0,99.0,11.0,70.0
4248899,106993,16,Sacramento State,Big Sky,17,New England,2023,76,3,13,Marte Mapu,Inside Linebacker,75.0,217.0,98.0,7.0,70.0
4875196,106426,2633,Tennessee,SEC,14,Los Angeles,2023,77,3,14,Byron Young,Defensive End,74.0,250.0,76.0,8.0,76.0
4572680,106498,2571,South Dakota State,MVFC,9,Green Bay,2023,78,3,15,Tucker Kraft,Tight End,77.0,254.0,61.0,6.0,79.0
4688813,106340,153,North Carolina,ACC,11,Indianapolis,2023,79,3,16,Josh Downs,Wide Receiver,69.0,171.0,63.0,10.0,79.0
4240623,106663,2483,Oregon,Pac-12,29,Carolina,2023,80,3,17,DJ Johnson,Outside Linebacker,76.0,260.0,133.0,7.0,61.0
4428557,106741,2655,Tulane,American Athletic,10,Tennessee,2023,81,3,18,Tyjae Spears,Running Back,70.0,201.0,104.0,8.0,69.0
4686334,106733,97,Louisville,ACC,27,Tampa Bay,2023,82,3,19,YaYa Diaby,Defensive End,75.0,263.0,102.0,12.0,69.0
4382401,106394,2294,Iowa,Big Ten,7,Denver,2023,83,3,20,Riley Moss,Cornerback,73.0,193.0,62.0,10.0,79.0
4429160,106414,245,Texas A&M,SEC,15,Miami,2023,84,3,21,Devon Achane,Running Back,69.0,188.0,78.0,5.0,75.0
4241597,106506,265,Washington State,Pac-12,24,Los Angeles,2023,85,3,22,Daiyan Henley,Inside Linebacker,73.0,225.0,75.0,4.0,76.0
4430831,106365,228,Clemson,ACC,33,Baltimore,2023,86,3,23,Trenton Simpson,Inside Linebacker,74.0,235.0,54.0,1.0,81.0
4693644,106510,213,Penn State,Big Ten,25,San Francisco,2023,87,3,24,Ji'Ayir Brown,Safety,71.0,203.0,67.0,2.0,78.0
4429013,106425,2,Auburn,SEC,30,Jacksonville,2023,88,3,25,Tank Bigsby,Running Back,72.0,210.0,91.0,7.0,71.0
4250621,106888,154,Wake Forest,ACC,14,Los Angeles,2023,89,3,26,Kobie Turner,Defensive Tackle,74.0,288.0,168.0,16.0,53.0
4362088,106407,251,Texas,Big 12,6,Dallas,2023,90,3,27,DeMarvion Overshown,Inside Linebacker,75.0,229.0,89.0,6.0,71.0
4568624,106722,2655,Tulane,American Athletic,2,Buffalo,2023,91,3,28,Dorian Williams,Inside Linebacker,73.0,228.0,139.0,8.0,61.0
4570577,106789,201,Oklahoma,Big 12,12,Kansas City,2023,92,3,29,Wanya Morris,Offensive Tackle,77.0,307.0,94.0,11.0,71.0
4430802,106366,61,Georgia,SEC,23,Pittsburgh,2023,93,3,30,Darnell Washington,Tight End,79.0,264.0,39.0,4.0,85.0
4360761,106683,24,Stanford,Pac-12,22,Arizona,2023,94,3,31,Michael Wilson,Wide Receiver,74.0,213.0,126.0,17.0,63.0
4567098,106323,333,Alabama,SEC,4,Cincinnati,2023,95,3,32,Jordan Battle,Safety,73.0,209.0,87.0,5.0,72.0
4365457,106881,98,Western Kentucky,Conference USA,8,Detroit,2023,96,3,33,Brodric Martin,Defensive Tackle,77.0,337.0,164.0,15.0,54.0
4567173,106757,8,Arkansas,SEC,28,Washington,2023,97,3,34,Ricky Stromberg,Center,75.0,306.0,125.0,5.0,63.0
4426440,106341,239,Baylor,Big 12,5,Cleveland,2023,98,3,35,Siaki Ika,Defensive Tackle,75.0,335.0,105.0,8.0,69.0
4372066,106684,130,Michigan,Big Ten,25,San Francisco,2023,99,3,36,Jake Moody,Place Kicker,73.0,209.0,198.0,1.0,48.0
4428718,106668,2132,Cincinnati,American Athletic,13,Las Vegas,2023,100,3,37,Tre Tucker,Wide Receiver,69.0,182.0,222.0,29.0,45.0
4372026,106487,333,Alabama,SEC,25,San Francisco,2023,101,3,38,Cameron Latu,Tight End,76.0,242.0,181.0,14.0,51.0
4360677,106674,30,USC,Pac-12,16,Minnesota,2023,102,3,39,Mekhi Blackmon,Cornerback,71.0,178.0,223.0,30.0,44.0
4361600,106810,295,Old Dominion,Sun Belt,18,New Orleans,2023,103,4,1,Nick Saldiveri,Offensive Tackle,78.0,318.0,116.0,14.0,66.0
4686911,106800,120,Maryland,Big Ten,13,Las Vegas,2023,104,4,2,Jakorian Bennett,Cornerback,71.0,188.0,113.0,16.0,67.0
4428992,106316,61,Georgia,SEC,21,Philadelphia,2023,105,4,3,Kelee Ringo,Cornerback,74.0,207.0,50.0,8.0,82.0
4429636,106481,252,BYU,FBS Independents,11,Indianapolis,2023,106,4,4,Blake Freeland,Offensive Tackle,80.0,302.0,93.0,10.0,71.0
4362732,106826,2653,Troy,Sun Belt,17,New England,2023,107,4,5,Jake Andrews,Center,75.0,305.0,242.0,9.0,42.0
4429211,106884,99,LSU,SEC,26,Seattle,2023,108,4,6,Anthony Bradford,Offensive Guard,76.0,332.0,172.0,7.0,52.0
4374066,106430,2628,TCU,Big 12,34,Houston,2023,109,4,7,Dylan Horton,Defensive End,76.0,257.0,175.0,16.0,52.0
4427635,106736,77,Northwestern,Big Ten,11,Indianapolis,2023,110,4,8,Adetomiwa Adebawore,Defensive End,74.0,282.0,51.0,6.0,82.0
4427637,106469,194,Ohio State,Big Ten,5,Cleveland,2023,111,4,9,Dawand Jones,Offensive Tackle,80.0,374.0,57.0,8.0,81.0
4363538,106681,120,Maryland,Big Ten,17,New England,2023,112,4,10,Chad Ryland,Place Kicker,72.0,190.0,301.0,2.0,35.0
4429067,106348,254,Utah,Pac-12,1,Atlanta,2023,113,4,11,Clark Phillips III,Cornerback,69.0,184.0,83.0,12.0,73.0
4710661,106809,152,NC State,ACC,29,Carolina,2023,114,4,12,Chandler Zavala,Offensive Guard,75.0,322.0,86.0,3.0,72.0
4426386,106750,251,Texas,Big 12,3,Chicago,2023,115,4,13,Roschon Johnson,Running Back,72.0,219.0,84.0,6.0,73.0
4567224,106374,2,Auburn,SEC,9,Green Bay,2023,116,4,14,Colby Wooden,Defensive Tackle,76.0,273.0,149.0,14.0,58.0
4244826,106895,2199,Eastern Michigan,Mid-American,17,New England,2023,117,4,15,Sidy Sow,Offensive Guard,77.0,323.0,122.0,5.0,64.0
4361003,106485,254,Utah,Pac-12,28,Washington,2023,118,4,16,Braeden Daniels,Offensive Guard,76.0,294.0,103.0,4.0,69.0
4361964,106824,259,Virginia Tech,ACC,12,Kansas City,2023,119,4,17,Chamarri Conner,Safety,72.0,202.0,162.0,12.0,55.0
4240723,106910,221,Pittsburgh,ACC,20,New York,2023,120,4,18,Carter Warren,Offensive Tackle,78.0,311.0,109.0,12.0,68.0
4240610,106501,57,Florida,SEC,30,Jacksonville,2023,121,4,19,Ventrell Miller,Inside Linebacker,72.0,232.0,200.0,14.0,48.0
4367199,106892,26,UCLA,Pac-12,22,Arizona,2023,122,4,20,Jon Gaines II,Offensive Guard,76.0,303.0,254.0,15.0,40.0
4362911,106672,344,Mississippi State,SEC,26,Seattle,2023,123,4,21,Cameron Young,Defensive Tackle,75.0,304.0,136.0,13.0,61.0
4690179,106725,145,Ole Miss,SEC,33,Baltimore,2023,124,4,22,Tavius Robinson,Outside Linebacker,78.0,257.0,130.0,6.0,62.0
4362477,106794,2628,TCU,Big 12,24,Los Angeles,2023,125,4,23,Derius Davis,Wide Receiver,68.0,165.0,268.0,34.0,38.0
4427963,106421,142,Missouri,SEC,5,Cleveland,2023,126,4,24,Isaiah McGuire,Defensive End,76.0,268.0,174.0,15.0,52.0
4243322,106486,278,Fresno State,Mountain West,18,New Orleans,2023,127,4,25,Jake Haener,Quarterback,72.0,207.0,92.0,6.0,71.0
4259553,106749,61,Georgia,SEC,14,Los Angeles,2023,128,4,26,Stetson Bennett,Quarterback,71.0,192.0,237.0,12.0,43.0
4374148,106744,23,San José State,Mountain West,6,Dallas,2023,129,4,27,Viliami Fehoko,Defensive End,76.0,276.0,207.0,21.0,47.0
4361861,106656,197,Oklahoma State,Big 12,30,Jacksonville,2023,130,4,28,Tyler Lacy,Defensive End,76.0,279.0,196.0,19.0,49.0
4257188,106721,2509,Purdue,Big Ten,4,Cincinnati,2023,131,4,29,Charlie Jones,Wide Receiver,71.0,175.0,101.0,13.0,69.0
4429164,106353,275,Wisconsin,Big Ten,23,Pittsburgh,2023,132,4,30,Nick Herbig,Outside Linebacker,74.0,240.0,97.0,5.0,70.0
4565908,106745,2132,Cincinnati,American Athletic,3,Chicago,2023,133,4,31,Tyler Scott,Wide Receiver,70.0,177.0,95.0,12.0,70.0
4568007,106406,99,LSU,SEC,16,Minnesota,2023,134,4,32,Jay Ward,Safety,73.0,188.0,151.0,10.0,58.0
4260394,106521,2509,Purdue,Big Ten,13,Las Vegas,2023,135,4,33,Aidan O'Connell,Quarterback,75.0,213.0,192.0,10.0,49.0
4360807,106879,97,Louisville,ACC,30,Jacksonville,2023,136,5,1,Yasir Abdullah,Outside Linebacker,73.0,237.0,140.0,9.0,61.0
4360308,106484,228,Clemson,ACC,28,Washington,2023,137,5,3,K.J. Henry,Defensive End,76.0,251.0,137.0,14.0,61.0
4362858,106793,2579,South Carolina,SEC,11,Indianapolis,2023,138,5,4,Darius Rush,Cornerback,74.0,198.0,85.0,13.0,72.0
4360175,106863,248,Houston,American Athletic,22,Arizona,2023,139,5,5,Clayton Tune,Quarterback,75.0,220.0,188.0,9.0,50.0
4367178,106682,26,UCLA,Pac-12,5,Cleveland,2023,140,5,6,Dorian Thompson-Robinson,Quarterback,74.0,203.0,143.0,8.0,60.0
4429034,106410,99,LSU,SEC,16,Minnesota,2023,141,5,7,Jaquelin Roy,Defensive Tackle,75.0,305.0,131.0,11.0,62.0
4569607,106897,77,Northwestern,Big Ten,5,Cleveland,2023,142,5,8,Cameron Mitchell,Cornerback,71.0,191.0,163.0,21.0,55.0
4429202,106790,221,Pittsburgh,ACC,20,New York,2023,143,5,9,Israel Abanikanda,Running Back,70.0,216.0,108.0,9.0,68.0
4367202,106804,26,UCLA,Pac-12,17,New England,2023,144,5,10,Atonio Mafi,Offensive Guard,75.0,338.0,213.0,10.0,46.0
4430411,106383,52,Florida State,ACC,29,Carolina,2023,145,5,11,Jammie Robinson,Safety,71.0,191.0,158.0,11.0,56.0
4360949,106918,135,Minnesota,Big Ten,18,New Orleans,2023,146,5,12,Jordan Howden,Safety,72.0,203.0,176.0,14.0,52.0
4360086,106370,2132,Cincinnati,American Athletic,10,Tennessee,2023,147,5,13,Josh Whyle,Tight End,79.0,248.0,117.0,10.0,65.0
4430822,106328,2483,Oregon,Pac-12,3,Chicago,2023,148,5,14,Noah Sewell,Inside Linebacker,74.0,246.0,157.0,11.0,56.0
4259592,107714,213,Penn State,Big Ten,9,Green Bay,2023,149,5,15,Sean Clifford,Quarterback,,,,,
4361426,106453,57,Florida,SEC,2,Buffalo,2023,150,5,16,Justin Shorter,Wide Receiver,76.0,229.0,263.0,33.0,39.0
4572055,106644,130,Michigan,Big Ten,26,Seattle,2023,151,5,17,Mike Morris,Defensive End,77.0,275.0,190.0,18.0,50.0
4367775,106872,2729,William & Mary,CAA,8,Detroit,2023,152,5,18,Colby Sorsdal,Offensive Tackle,,,,,
4429511,106686,221,Pittsburgh,ACC,27,Tampa Bay,2023,153,5,19,SirVocea Dennis,Inside Linebacker,73.0,226.0,165.0,12.0,54.0
4370807,106429,130,Michigan,Big Ten,26,Seattle,2023,154,5,20,Olusegun Oluwatimi,Center,75.0,309.0,173.0,6.0,52.0
4685978,106669,6,South Alabama,Sun Belt,25,San Francisco,2023,155,5,21,Darrell Luter Jr.,Cornerback,72.0,189.0,153.0,19.0,57.0
4360319,106743,228,Clemson,ACC,24,Los Angeles,2023,156,5,22,Jordan McFadden,Offensive Guard,74.0,303.0,239.0,13.0,42.0
4427695,106389,24,Stanford,Pac-12,33,Baltimore,2023,157,5,23,Kyu Blu Kelly,Cornerback,72.0,191.0,177.0,24.0,52.0
4242415,106746,25,California,Pac-12,11,Indianapolis,2023,158,5,24,Daniel Scott,Safety,73.0,208.0,110.0,7.0,67.0
4428850,106343,258,Virginia,ACC,9,Green Bay,2023,159,5,25,Dontayvion Wicks,Wide Receiver,73.0,206.0,167.0,22.0,54.0
4429168,106359,245,Texas A&M,SEC,30,Jacksonville,2023,160,5,26,Antonio Johnson,Safety,74.0,198.0,100.0,6.0,70.0
4360773,106415,2026,App State,Sun Belt,14,Los Angeles,2023,161,5,27,Nick Hampton,Outside Linebacker,74.0,236.0,148.0,11.0,59.0
4362523,106445,2390,Miami,ACC,11,Indianapolis,2023,162,5,28,Will Mallory,Tight End,77.0,239.0,111.0,9.0,67.0
4362238,106515,356,Illinois,Big Ten,4,Cincinnati,2023,163,5,29,Chase Brown,Running Back,70.0,209.0,156.0,12.0,57.0
4373632,106464,252,BYU,FBS Independents,16,Minnesota,2023,164,5,30,Jaren Hall,Quarterback,72.0,207.0,123.0,7.0,64.0
4360935,107121,135,Minnesota,Big Ten,3,Chicago,2023,165,5,31,Terell Smith,Cornerback,73.0,204.0,96.0,14.0,70.0
4691084,107035,2617,Stephen F. Austin,Western Athletic,12,Kansas City,2023,166,5,32,BJ Thompson,Outside Linebacker,,,,,
4426350,106339,333,Alabama,SEC,34,Houston,2023,167,5,33,Henry To'oTo'o,Inside Linebacker,73.0,227.0,82.0,5.0,74.0
4567219,106436,2,Auburn,SEC,22,Arizona,2023,168,5,34,Owen Pappoe,Inside Linebacker,72.0,225.0,154.0,10.0,57.0
4430379,107115,153,North Carolina,ACC,6,Dallas,2023,169,5,35,Asim Richards,Offensive Tackle,76.0,309.0,150.0,6.0,58.0
4379413,105957,61,Georgia,SEC,13,Las Vegas,2023,170,5,36,Christopher Smith,Safety,71.0,192.0,146.0,9.0,59.0
4372505,106751,2509,Purdue,Big Ten,27,Tampa Bay,2023,171,5,37,Payne Durham,Tight End,78.0,253.0,166.0,13.0,54.0
4570561,106466,201,Oklahoma,Big 12,19,New York,2023,172,5,38,Eric Gray,Running Back,70.0,207.0,132.0,10.0,62.0
4259558,106898,61,Georgia,SEC,25,San Francisco,2023,173,5,39,Robert Beal Jr.,Defensive End,76.0,247.0,214.0,22.0,46.0
4426512,106791,61,Georgia,SEC,14,Los Angeles,2023,174,5,40,Warren McClendon,Offensive Tackle,76.0,306.0,161.0,15.0,56.0
4426553,106739,228,Clemson,ACC,14,Los Angeles,2023,175,5,41,Davis Allen,Tight End,78.0,245.0,155.0,12.0,57.0
4569609,106818,77,Northwestern,Big Ten,11,Indianapolis,2023,176,5,42,Evan Hull,Running Back,70.0,209.0,279.0,21.0,38.0
4426515,106799,252,BYU,FBS Independents,14,Los Angeles,2023,177,5,43,Puka Nacua,Wide Receiver,74.0,201.0,280.0,36.0,38.0
4248032,108007,2572,Southern Miss,Sun Belt,6,Dallas,2023,178,6,1,Eric Scott Jr,Cornerback,,,,,
4373423,106742,189,Bowling Green,Mid-American,9,Green Bay,2023,179,6,2,Karl Brooks,Defensive End,75.0,303.0,186.0,17.0,50.0
4426923,106878,97,Louisville,ACC,22,Arizona,2023,180,6,3,Kei'Trel Clark,Cornerback,70.0,181.0,170.0,23.0,53.0
4248533,107429,2306,Kansas State,Big 12,27,Tampa Bay,2023,181,6,4,Josh Hayes,Cornerback,,,,,
4427493,106385,2628,TCU,Big 12,14,Los Angeles,2023,182,6,5,Tre'Vius Hodges-Tomlinson,Cornerback,68.0,178.0,120.0,17.0,65.0
4428503,106390,68,Boise State,Mountain West,7,Denver,2023,183,6,6,JL Skinner,Safety,76.0,209.0,128.0,8.0,63.0
4362234,107917,2711,Western Michigan,Mid-American,20,New York,2023,184,6,7,Zaire Barnes,Outside Linebacker,,,,,
4432620,106885,213,Penn State,Big Ten,30,Jacksonville,2023,185,6,8,Parker Washington,Wide Receiver,70.0,204.0,129.0,19.0,62.0
4372058,106393,120,Maryland,Big Ten,10,Tennessee,2023,186,6,9,Jaelyn Duncan,Offensive Tackle,78.0,306.0,115.0,13.0,66.0
4429022,106787,99,LSU,SEC,17,New England,2023,187,6,10,Kayshon Boutte,Wide Receiver,71.0,195.0,183.0,23.0,51.0
4685201,106475,24,Stanford,Pac-12,21,Philadelphia,2023,188,6,11,Tanner McKee,Quarterback,78.0,231.0,219.0,11.0,45.0
4362486,106367,158,Nebraska,Big Ten,14,Los Angeles,2023,189,6,12,Ochaun Mathis,Defensive End,77.0,250.0,262.0,26.0,39.0
4430806,106392,194,Ohio State,Big Ten,5,Cleveland,2023,190,6,13,Luke Wypler,Center,75.0,303.0,112.0,4.0,67.0
4426407,107105,158,Nebraska,Big Ten,27,Tampa Bay,2023,191,6,14,Trey Palmer,Wide Receiver,72.0,192.0,152.0,21.0,58.0
4240545,106994,127,Michigan State,Big Ten,17,New England,2023,192,6,15,Bryce Baringer,Punter,74.0,216.0,285.0,1.0,37.0
