collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeamId,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade
4688380,107910,2390,Miami,ACC,10,Tennessee,2025,1,1,1,Cam Ward,Quarterback,74.0,219.0,8.0,1.0,92.0
4685415,109188,38,Colorado,Big 12,30,Jacksonville,2025,2,1,2,Travis Hunter,Cornerback,72.0,188.0,2.0,1.0,94.0
4725996,109198,213,Penn State,Big Ten,19,New York,2025,3,1,3,Abdul Carter,Defensive Edge,75.0,250.0,1.0,1.0,94.0
4685298,109195,99,LSU,SEC,17,New England,2025,4,1,4,Will Campbell,Offensive Tackle,78.0,319.0,14.0,2.0,91.0
4873232,109186,130,Michigan,Big Ten,5,Cleveland,2025,5,1,5,Mason Graham,Defensive Tackle,76.0,296.0,5.0,1.0,93.0
4890973,109201,68,Boise State,Mountain West,13,Las Vegas,2025,6,1,6,Ashton Jeanty,Running Back,69.0,211.0,3.0,1.0,93.0
4789907,109329,142,Missouri,SEC,20,New York,2025,7,1,7,Armand Membou,Offensive Tackle,76.0,332.0,9.0,1.0,91.0
4685472,109190,12,Arizona,Big 12,29,Carolina,2025,8,1,8,Tetairoa McMillan,Wide Receiver,76.0,219.0,13.0,1.0,91.0
4685260,109191,251,Texas,SEC,18,New Orleans,2025,9,1,9,Kelvin Banks Jr.,Offensive Tackle,77.0,315.0,26.0,4.0,88.0
4723086,109216,130,Michigan,Big Ten,3,Chicago,2025,10,1,10,Colston Loveland,Tight End,78.0,248.0,7.0,2.0,92.0
4685623,109194,61,Georgia,SEC,25,San Francisco,2025,11,1,11,Mykel Williams,Defensive Edge,77.0,260.0,12.0,3.0,91.0
4685263,109239,333,Alabama,SEC,6,Dallas,2025,12,1,12,Tyler Booker,Offensive Guard,77.0,321.0,51.0,2.0,85.0
4894654,109214,130,Michigan,Big Ten,15,Miami,2025,13,1,13,Kenneth Grant,Defensive Tackle,76.0,331.0,27.0,4.0,88.0
4431459,109258,213,Penn State,Big Ten,11,Indianapolis,2025,14,1,14,Tyler Warren,Tight End,78.0,256.0,6.0,1.0,93.0
4685597,109211,61,Georgia,SEC,1,Atlanta,2025,15,1,15,Jalon Walker,Linebacker,73.0,243.0,4.0,2.0,93.0
4685503,109220,145,Ole Miss,SEC,22,Arizona,2025,16,1,16,Walter Nolen,Defensive Tackle,76.0,296.0,17.0,3.0,90.0
4685562,109295,245,Texas A&M,SEC,4,Cincinnati,2025,17,1,17,Shemar Stewart,Defensive Edge,77.0,267.0,22.0,6.0,89.0
4693346,109324,2449,North Dakota State,MVFC,26,Seattle,2025,18,1,18,Grey Zabel,Offensive Guard,78.0,312.0,33.0,1.0,87.0
4567750,109232,194,Ohio State,Big Ten,27,Tampa Bay,2025,19,1,19,Emeka Egbuka,Wide Receiver,73.0,202.0,40.0,4.0,87.0
4430925,109246,251,Texas,SEC,7,Denver,2025,20,1,20,Jahdae Barron,Cornerback,71.0,194.0,11.0,3.0,91.0
4682980,109215,2483,Oregon,Big Ten,23,Pittsburgh,2025,21,1,21,Derrick Harmon,Defensive Tackle,77.0,313.0,15.0,2.0,91.0
4685382,109208,153,North Carolina,ACC,24,Los Angeles,2025,22,1,22,Omarion Hampton,Running Back,72.0,221.0,21.0,2.0,90.0
4701936,109383,251,Texas,SEC,9,Green Bay,2025,23,1,23,Matthew Golden,Wide Receiver,71.0,191.0,23.0,2.0,89.0
4431553,109244,194,Ohio State,Big Ten,16,Minnesota,2025,24,1,24,Donovan Jackson,Offensive Guard,76.0,315.0,55.0,4.0,84.0
4689114,109275,145,Ole Miss,SEC,19,New York,2025,25,1,25,Jaxson Dart,Quarterback,74.0,223.0,39.0,3.0,87.0
5081394,109189,2633,Tennessee,SEC,1,Atlanta,2025,26,1,26,James Pearce Jr.,Defensive Edge,77.0,245.0,16.0,4.0,90.0
4685530,109197,61,Georgia,SEC,33,Baltimore,2025,27,1,27,Malaki Starks,Safety,73.0,197.0,34.0,2.0,87.0
4431615,109202,194,Ohio State,Big Ten,8,Detroit,2025,28,1,28,Tyleik Williams,Defensive Tackle,75.0,334.0,59.0,8.0,83.0
4685326,109290,2483,Oregon,Big Ten,28,Washington,2025,29,1,29,Josh Conerly Jr.,Offensive Tackle,77.0,311.0,32.0,5.0,87.0
4688931,109243,96,Kentucky,SEC,2,Buffalo,2025,30,1,30,Maxwell Hairston,Cornerback,71.0,183.0,18.0,4.0,90.0
4685287,109228,333,Alabama,SEC,21,Philadelphia,2025,31,1,31,Jihaad Campbell,Linebacker,75.0,235.0,19.0,1.0,90.0
4569659,109266,194,Ohio State,Big Ten,12,Kansas City,2025,32,1,32,Josh Simmons,Offensive Tackle,77.0,317.0,24.0,3.0,89.0
