collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeamId,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade
550373.0,101525,201,Oklahoma,Big 12,5,Cleveland,2018,1,1,1,Baker Mayfield,Quarterback,73,215,11.0,4.0,91.0
3929630.0,101507,213,Penn State,Big Ten,19,New York,2018,2,1,2,Saquon Barkley,Running Back,72,233,1.0,1.0,97.0
3912547.0,101504,30,USC,Pac-12,20,New York,2018,3,1,3,Sam Darnold,Quarterback,75,221,4.0,1.0,94.0
3915535.0,101662,194,Ohio State,Big Ten,5,Cleveland,2018,4,1,4,Denzel Ward,Cornerback,71,183,6.0,1.0,93.0
3116733.0,101508,152,NC State,ACC,7,Denver,2018,5,1,5,Bradley Chubb,Defensive End,76,269,2.0,1.0,95.0
3129308.0,101518,87,Notre Dame,FBS Independents,11,Indianapolis,2018,6,1,6,Quenton Nelson,Offensive Guard,77,325,3.0,1.0,95.0
3918298.0,101505,2751,Wyoming,Mountain West,2,Buffalo,2018,7,1,7,Josh Allen,Quarterback,77,237,10.0,3.0,92.0
3915189.0,101520,61,Georgia,SEC,3,Chicago,2018,8,1,8,Roquan Smith,Outside Linebacker,73,236,5.0,1.0,94.0
550954.0,101516,87,Notre Dame,FBS Independents,25,San Francisco,2018,9,1,9,Mike McGlinchey,Offensive Tackle,80,309,13.0,1.0,91.0
3886377.0,101506,26,UCLA,Pac-12,22,Arizona,2018,10,1,10,Josh Rosen,Quarterback,76,226,9.0,2.0,92.0
3925345.0,101660,333,Alabama,SEC,15,Miami,2018,11,1,11,Minkah Fitzpatrick,Safety,72,204,8.0,2.0,93.0
3134362.0,101526,264,Washington,Pac-12,27,Tampa Bay,2018,12,1,12,Vita Vea,Defensive Tackle,76,347,14.0,1.0,91.0
3925354.0,101536,333,Alabama,SEC,28,Washington,2018,13,1,13,Da'Ron Payne,Defensive Tackle,75,311,15.0,2.0,91.0
3124058.0,101603,2636,UTSA,Conference USA,18,New Orleans,2018,14,1,14,Marcus Davenport,Defensive End,78,264,16.0,2.0,91.0
3134312.0,101788,26,UCLA,Pac-12,13,Las Vegas,2018,15,1,15,Kolton Miller,Offensive Tackle,81,309,30.0,2.0,87.0
3929950.0,101528,259,Virginia Tech,ACC,2,Buffalo,2018,16,1,16,Tremaine Edmunds,Outside Linebacker,77,253,12.0,2.0,91.0
3691739.0,101661,52,Florida State,ACC,24,Los Angeles,2018,17,1,17,Derwin James,Safety,74,215,7.0,1.0,93.0
3895429.0,101675,97,Louisville,ACC,9,Green Bay,2018,18,1,18,Jaire Alexander,Cornerback,70,196,17.0,2.0,90.0
3138677.0,101747,68,Boise State,Mountain West,6,Dallas,2018,19,1,19,Leighton Vander Esch,Inside Linebacker,76,256,32.0,2.0,86.0
3128689.0,101708,8,Arkansas,SEC,8,Detroit,2018,20,1,20,Frank Ragnow,Center,77,312,24.0,2.0,89.0
549826.0,101706,194,Ohio State,Big Ten,4,Cincinnati,2018,21,1,21,Billy Price,Center,76,305,33.0,3.0,86.0
3126349.0,101532,333,Alabama,SEC,10,Tennessee,2018,22,1,22,Rashaan Evans,Inside Linebacker,74,232,19.0,1.0,90.0
3128713.0,101729,61,Georgia,SEC,17,New England,2018,23,1,23,Isaiah Wynn,Offensive Guard,74,313,38.0,4.0,85.0
3915416.0,101759,120,Maryland,Big Ten,29,Carolina,2018,24,1,24,D.J. Moore,Wide Receiver,72,210,22.0,2.0,89.0
3924365.0,101570,2579,South Carolina,SEC,33,Baltimore,2018,25,1,25,Hayden Hurst,Tight End,77,250,28.0,1.0,88.0
3925357.0,101515,333,Alabama,SEC,1,Atlanta,2018,26,1,26,Calvin Ridley,Wide Receiver,73,189,20.0,1.0,90.0
3139925.0,101710,21,San Diego State,Mountain West,26,Seattle,2018,27,1,27,Rashaad Penny,Running Back,71,220,47.0,5.0,84.0
3124067.0,101847,259,Virginia Tech,ACC,23,Pittsburgh,2018,28,1,28,Terrell Edmunds,Safety,73,217,81.0,6.0,74.0
559553.0,101752,57,Florida,SEC,30,Jacksonville,2018,29,1,29,Taven Bryan,Defensive Tackle,77,291,21.0,3.0,90.0
3895841.0,101834,2116,UCF,American Athletic,16,Minnesota,2018,30,1,30,Mike Hughes,Cornerback,70,189,23.0,3.0,89.0
3128721.0,101712,61,Georgia,SEC,17,New England,2018,31,1,31,Sony Michel,Running Back,71,214,31.0,2.0,87.0
3916387.0,101568,97,Louisville,ACC,33,Baltimore,2018,32,1,32,Lamar Jackson,Quarterback,74,216,29.0,5.0,87.0
552068.0,101581,2440,Nevada,Mountain West,5,Cleveland,2018,33,2,1,Austin Corbett,Offensive Guard,76,306,40.0,5.0,85.0
-1039264.0,101728,2638,UTEP,Conference USA,19,New York,2018,34,2,2,Will Hernandez,Offensive Guard,74,327,25.0,2.0,89.0
3128720.0,101549,61,Georgia,SEC,5,Cleveland,2018,35,2,3,Nick Chubb,Running Back,71,227,34.0,3.0,86.0
3056362.0,101567,2569,South Carolina State,MEAC,11,Indianapolis,2018,36,2,4,Darius Leonard,Outside Linebacker,74,234,67.0,6.0,78.0
3121595.0,101554,2,Auburn,SEC,11,Indianapolis,2018,37,2,5,Braden Smith,Offensive Guard,78,315,57.0,6.0,82.0
3912550.0,101527,30,USC,Pac-12,27,Tampa Bay,2018,38,2,6,Ronald Jones II,Running Back,71,205,56.0,6.0,82.0
3894849.0,101707,2294,Iowa,Big Ten,3,Chicago,2018,39,2,7,James Daniels,Center,75,306,18.0,1.0,90.0
3128429.0,101521,2567,SMU,American Athletic,7,Denver,2018,40,2,8,Courtland Sutton,Wide Receiver,75,218,44.0,4.0,84.0
3122793.0,101510,103,Boston College,ACC,10,Tennessee,2018,41,2,9,Harold Landry,Outside Linebacker,74,252,26.0,3.0,88.0
3116164.0,101558,213,Penn State,Big Ten,15,Miami,2018,42,2,10,Mike Gesicki,Tight End,78,247,51.0,3.0,83.0
3916925.0,101522,2,Auburn,SEC,8,Detroit,2018,43,2,11,Kerryon Johnson,Running Back,72,213,79.0,7.0,75.0
3127306.0,101565,264,Washington,Pac-12,25,San Francisco,2018,44,2,12,Dante Pettis,Wide Receiver,73,186,71.0,8.0,77.0
3144984.0,101663,2294,Iowa,Big Ten,9,Green Bay,2018,45,2,13,Josh Jackson,Cornerback,72,196,27.0,4.0,88.0
3128740.0,101766,145,Ole Miss,SEC,12,Kansas City,2018,46,2,14,Breeland Speaks,Defensive End,75,283,75.0,7.0,76.0
3895856.0,101517,245,Texas A&M,SEC,22,Arizona,2018,47,2,15,Christian Kirk,Wide Receiver,70,201,42.0,3.0,85.0
3120358.0,101590,30,USC,Pac-12,24,Los Angeles,2018,48,2,16,Uchenna Nwosu,Outside Linebacker,74,251,49.0,4.0,83.0
3121023.0,101538,2571,South Dakota State,MVFC,21,Philadelphia,2018,49,2,17,Dallas Goedert,Tight End,77,256,36.0,2.0,86.0
3821577.0,101513,251,Texas,Big 12,6,Dallas,2018,50,2,18,Connor Williams,Offensive Guard,77,296,37.0,3.0,86.0
549623.0,101607,235,Memphis,American Athletic,3,Chicago,2018,51,2,19,Anthony Miller,Wide Receiver,71,201,46.0,5.0,84.0
547564.0,101736,164,Rutgers,Big Ten,11,Indianapolis,2018,52,2,20,Kemoko Turay,Defensive End,77,253,73.0,6.0,76.0
3116679.0,101665,153,North Carolina,ACC,27,Tampa Bay,2018,53,2,21,M.J. Stewart,Cornerback,71,200,92.0,12.0,72.0
3919512.0,101836,154,Wake Forest,ACC,4,Cincinnati,2018,54,2,22,Jessie Bates III,Safety,73,200,53.0,5.0,83.0
3843769.0,101838,99,LSU,SEC,29,Carolina,2018,55,2,23,Donte Jackson,Cornerback,71,178,45.0,5.0,84.0
559554.0,101697,57,Florida,SEC,17,New England,2018,56,2,24,Duke Dawson,Cornerback,71,197,70.0,7.0,77.0
3050754.0,101933,2534,Sam Houston,Southland,13,Las Vegas,2018,57,2,25,P.J. Hall,Defensive Tackle,72,295,157.0,15.0,60.0
3915437.0,101751,38,Colorado,Pac-12,1,Atlanta,2018,58,2,26,Isaiah Oliver,Cornerback,72,201,54.0,6.0,83.0
3843750.0,101514,99,LSU,SEC,28,Washington,2018,59,2,27,Derrius Guice,Running Back,71,224,35.0,4.0,86.0
3122449.0,101552,197,Oklahoma State,Big 12,23,Pittsburgh,2018,60,2,28,James Washington,Wide Receiver,71,213,50.0,7.0,83.0
559613.0,101544,99,LSU,SEC,30,Jacksonville,2018,61,2,29,D.J. Chark,Wide Receiver,75,199,48.0,6.0,84.0
3123954.0,101769,221,Pittsburgh,ACC,16,Minnesota,2018,62,2,30,Brian O'Neill,Offensive Tackle,79,297,69.0,5.0,77.0
3916923.0,101841,2,Auburn,SEC,27,Tampa Bay,2018,63,2,31,Carlton Davis,Cornerback,73,206,83.0,9.0,74.0
545630.0,101562,194,Ohio State,Big Ten,11,Indianapolis,2018,64,2,32,Tyquan Lewis,Defensive End,75,269,99.0,9.0,71.0
